postcode,postcode_area,avg_download,max_download,county
NR33LT,NR,62.9,200,NORFOLK
NR33LU,NR,39.7,200,NORFOLK
NR33LW,NR,79.4,200,NORFOLK
NR33LX,NR,121.7,200,NORFOLK
NR33LY,NR,91.3,200,NORFOLK
NR33LZ,NR,65.6,200,NORFOLK
NR33NA,NR,66.7,200,NORFOLK
NR33NE,NR,93.9,200,NORFOLK
NR33NF,NR,54.7,200,NORFOLK
NR33NG,NR,72,200,NORFOLK
NR33NH,NR,73.4,200,NORFOLK
NR33NJ,NR,68,200,NORFOLK
NR33NL,NR,28.1,55.8,NORFOLK
NR33NN,NR,74.4,200,NORFOLK
NR33NQ,NR,65.1,200,NORFOLK
NR33NR,NR,81.2,150,NORFOLK
NR33NS,NR,19.7,74,NORFOLK
NR33NT,NR,110.9,200,NORFOLK
NR33NU,NR,63.6,200,NORFOLK
NR33NW,NR,103.8,200,NORFOLK
NR33NX,NR,117.3,200,NORFOLK
NR33NY,NR,69.6,200,NORFOLK
NR33NZ,NR,54,200,NORFOLK
NR33PA,NR,77.5,200,NORFOLK
NR33PB,NR,82.9,200,NORFOLK
NR33PE,NR,52.9,200,NORFOLK
NR33PF,NR,51.2,200,NORFOLK
NR33PG,NR,53.2,200,NORFOLK
NR33PH,NR,82.2,200,NORFOLK
NR33PJ,NR,35.4,106.3,NORFOLK
NR33PL,NR,71.4,200,NORFOLK
NR33PN,NR,59.4,150,NORFOLK
NR33PP,NR,78.8,200,NORFOLK
NR33PQ,NR,64.5,200,NORFOLK
NR33PR,NR,38.1,80,NORFOLK
NR33PT,NR,53,200,NORFOLK
NR33PU,NR,66.1,152,NORFOLK
NR33PW,NR,66.1,200,NORFOLK
NR33PY,NR,80.2,200,NORFOLK
NR33QA,NR,79.7,200,NORFOLK
NR33QB,NR,70.5,200,NORFOLK
NR33QD,NR,62,200,NORFOLK
NR33QE,NR,93.1,200,NORFOLK
NR33QF,NR,67.4,200,NORFOLK
NR33QG,NR,80.3,200,NORFOLK
NR33QH,NR,68.7,200,NORFOLK
NR33QJ,NR,37.6,80,NORFOLK
NR33QL,NR,37.9,80,NORFOLK
NR33QY,NR,55.7,152,NORFOLK
NR33QZ,NR,69.2,200,NORFOLK
NR33RA,NR,88.8,200,NORFOLK
NR33RB,NR,49.2,200,NORFOLK
NR33RD,NR,92.2,300,NORFOLK
NR33RE,NR,59.4,200,NORFOLK
NR33RF,NR,67.8,200,NORFOLK
NR33RG,NR,83.8,200,NORFOLK
NR33RH,NR,76.6,200,NORFOLK
NR33RL,NR,26.9,80,NORFOLK
NR33RN,NR,70.3,200,NORFOLK
NR33RP,NR,29.5,80,NORFOLK
NR33RQ,NR,84.3,200,NORFOLK
NR33RU,NR,46.5,106.3,NORFOLK
NR33RW,NR,71.1,200,NORFOLK
NR33RX,NR,49.4,150,NORFOLK
NR33RY,NR,82,200,NORFOLK
NR33RZ,NR,86,200,NORFOLK
NR33ST,NR,39.4,73.5,NORFOLK
NR33SX,NR,33.2,79.7,NORFOLK
NR33TA,NR,72.2,200,NORFOLK
NR33TB,NR,64,200,NORFOLK
NR33TD,NR,81.7,200,NORFOLK
NR33TE,NR,85,200,NORFOLK
NR33TF,NR,26.5,65.5,NORFOLK
NR33TG,NR,92.2,200,NORFOLK
NR33TH,NR,76.3,200,NORFOLK
NR33TJ,NR,20.4,40,NORFOLK
NR33TN,NR,62.7,150,NORFOLK
NR33TQ,NR,47.3,100,NORFOLK
NR33TT,NR,89.2,200,NORFOLK
NR33TU,NR,51.1,100,NORFOLK
NR33TW,NR,74.7,200,NORFOLK
NR33TX,NR,61.7,200,NORFOLK
NR33TZ,NR,60,100,NORFOLK
NR33UE,NR,21.4,69.8,NORFOLK
NR33UF,NR,70.7,200,NORFOLK
NR33XP,NR,35.7,80,NORFOLK
NR340AA,NR,37,75.9,NORFOLK
NR340AB,NR,16.8,20,NORFOLK
NR340AD,NR,1,1.8,NORFOLK
NR340AE,NR,35.9,80,NORFOLK
NR340AG,NR,24.1,47.5,NORFOLK
NR340AJ,NR,11.1,14.4,NORFOLK
NR340AL,NR,16,19.9,NORFOLK
NR340AN,NR,16.2,17,NORFOLK
NR340AR,NR,9.7,14.9,NORFOLK
NR340AU,NR,20,37,NORFOLK
NR340AW,NR,14,17.5,NORFOLK
NR340AZ,NR,16.2,19.4,NORFOLK
NR340BA,NR,28.7,61.2,NORFOLK
NR340BD,NR,15.8,22.6,NORFOLK
NR340BE,NR,32.9,79.9,NORFOLK
NR340BG,NR,20.9,76.6,NORFOLK
NR340BH,NR,10.6,15.9,NORFOLK
NR340BJ,NR,28.7,79.9,NORFOLK
NR340BL,NR,35.6,79.8,NORFOLK
NR340BN,NR,27.2,56.7,NORFOLK
NR340BP,NR,32.3,40,NORFOLK
NR340BQ,NR,19.2,47.7,NORFOLK
NR340BS,NR,35,76.3,NORFOLK
NR340BT,NR,2.3,2.9,NORFOLK
NR340BU,NR,2,3.1,NORFOLK
NR340BW,NR,19.9,19.9,NORFOLK
NR340BX,NR,10.3,14.3,NORFOLK
NR340BY,NR,10.6,18.6,NORFOLK
NR340DA,NR,11,16.7,NORFOLK
NR340DG,NR,18.1,20.9,NORFOLK
NR340EA,NR,17.7,46.6,NORFOLK
NR340EE,NR,6.4,18,NORFOLK
NR340EG,NR,7.7,20.8,NORFOLK
NR340EH,NR,14.4,20.7,NORFOLK
NR340EL,NR,14.6,24.4,NORFOLK
NR340EP,NR,10.5,19.1,NORFOLK
NR340ER,NR,13.3,18.6,NORFOLK
NR340ES,NR,7.3,14.2,NORFOLK
NR340EU,NR,4.5,8.1,NORFOLK
NR340EW,NR,8.4,12.4,NORFOLK
NR340EX,NR,4.8,7.9,NORFOLK
NR340EY,NR,3.8,6.2,NORFOLK
NR340FR,NR,12,19.2,NORFOLK
NR340HD,NR,11.4,17.5,NORFOLK
NR340HF,NR,15.1,40,NORFOLK
NR340HG,NR,18.9,39.8,NORFOLK
NR340HH,NR,2.4,3.1,NORFOLK
NR340HJ,NR,13.4,73.4,NORFOLK
NR340HN,NR,11.6,15.4,NORFOLK
NR340HR,NR,5.6,10.4,NORFOLK
NR340HS,NR,25.4,79.7,NORFOLK
NR340HT,NR,16.2,40,NORFOLK
NR340LA,NR,30,80,NORFOLK
NR340LB,NR,16,76.2,NORFOLK
NR340LD,NR,47.9,80,NORFOLK
NR340LE,NR,25.5,53,NORFOLK
NR340LF,NR,30.3,77.9,NORFOLK
NR340LG,NR,28.6,71.6,NORFOLK
NR340LH,NR,39.3,62.6,NORFOLK
NR340LJ,NR,24.7,47.5,NORFOLK
NR340LL,NR,13,21.3,NORFOLK
NR340LN,NR,4.1,10,NORFOLK
NR340LP,NR,9,25.7,NORFOLK
NR340LQ,NR,23.2,43.8,NORFOLK
NR340LR,NR,41.9,77.7,NORFOLK
NR340LS,NR,45.7,79.9,NORFOLK
NR340LT,NR,25.1,40,NORFOLK
NR340LU,NR,43.3,80,NORFOLK
NR340LX,NR,26.3,55,NORFOLK
NR340LY,NR,33.3,80,NORFOLK
NR340PA,NR,40.5,50,NORFOLK
NR340PB,NR,40.6,53.9,NORFOLK
NR347AA,NR,47.7,78.5,NORFOLK
NR347AB,NR,36,72.5,NORFOLK
NR347AE,NR,25.1,40,NORFOLK
NR347AF,NR,30.3,75.8,NORFOLK
NR347AG,NR,24.5,38.9,NORFOLK
NR347AH,NR,26,80,NORFOLK
NR347AJ,NR,22,40,NORFOLK
NR347AN,NR,27.9,80,NORFOLK
NR347AP,NR,33.8,80,NORFOLK
NR347AQ,NR,56.3,79.7,NORFOLK
NR347AR,NR,38.6,80,NORFOLK
NR347AS,NR,32.3,54.5,NORFOLK
NR347AT,NR,19.7,57.3,NORFOLK
NR347AU,NR,32.1,64.1,NORFOLK
NR347AW,NR,27,80,NORFOLK
NR347AX,NR,40.1,80,NORFOLK
NR347AY,NR,47.2,80,NORFOLK
NR347AZ,NR,48.3,79.9,NORFOLK
NR347BB,NR,40.4,75.2,NORFOLK
NR347BD,NR,71.5,80,NORFOLK
NR347BE,NR,23.7,78.8,NORFOLK
NR347BF,NR,2.6,2.8,NORFOLK
NR347BG,NR,29.6,65,NORFOLK
NR347BH,NR,34,62.1,NORFOLK
NR347BJ,NR,28.8,64.4,NORFOLK
NR347BQ,NR,36,67.1,NORFOLK
NR347BS,NR,47.5,80,NORFOLK
NR347BT,NR,43.5,80,NORFOLK
NR347BU,NR,30.6,56.2,NORFOLK
NR347BW,NR,53.7,79.9,NORFOLK
NR347BX,NR,17.5,40,NORFOLK
NR347BY,NR,36.1,56.1,NORFOLK
NR347BZ,NR,40.5,54.9,NORFOLK
NR347DA,NR,78.3,80,NORFOLK
NR347DE,NR,35,65.2,NORFOLK
NR347DF,NR,45.6,71.3,NORFOLK
NR347DG,NR,46.6,80,NORFOLK
NR347DJ,NR,33.8,79.7,NORFOLK
NR347DL,NR,17.3,76.3,NORFOLK
NR347DN,NR,14.1,32.6,NORFOLK
NR347DP,NR,14.1,27.5,NORFOLK
NR347DQ,NR,40.9,80,NORFOLK
NR347DR,NR,30.1,55,NORFOLK
NR347DS,NR,19.1,28.9,NORFOLK
NR347DT,NR,20.3,41.6,NORFOLK
NR347DU,NR,16.3,42.6,NORFOLK
NR347DW,NR,17,55,NORFOLK
NR347DX,NR,12.5,30,NORFOLK
NR347DY,NR,39.1,80,NORFOLK
NR347DZ,NR,36,74,NORFOLK
NR347EA,NR,39.9,64.6,NORFOLK
NR347EB,NR,35.6,54.9,NORFOLK
NR347ED,NR,42.2,61.2,NORFOLK
NR347EE,NR,27.8,49.8,NORFOLK
NR347EF,NR,46.5,80,NORFOLK
NR347EG,NR,46.9,75.8,NORFOLK
NR347EH,NR,55.3,80,NORFOLK
NR347EJ,NR,47.4,80,NORFOLK
NR347EL,NR,38.3,72,NORFOLK
NR347EP,NR,46.2,80,NORFOLK
NR347EQ,NR,25.4,66.6,NORFOLK
NR347ER,NR,49.9,80,NORFOLK
NR347ES,NR,40.8,80,NORFOLK
NR347ET,NR,47.4,80,NORFOLK
NR347EU,NR,43.9,80,NORFOLK
NR347EW,NR,46.8,80,NORFOLK
NR347EX,NR,35.4,79.7,NORFOLK
NR347EY,NR,27.8,68.9,NORFOLK
NR347EZ,NR,43.7,80,NORFOLK
NR347FB,NR,44.1,80,NORFOLK
NR347HA,NR,11.4,40,NORFOLK
NR347HB,NR,31.4,80,NORFOLK
NR347HD,NR,20.8,76.3,NORFOLK
NR347HE,NR,29,66.8,NORFOLK
NR347HF,NR,48.9,79.9,NORFOLK
NR347HH,NR,29.3,74.9,NORFOLK
NR347HJ,NR,26.9,55,NORFOLK
NR347HN,NR,7,8.1,NORFOLK
NR347HQ,NR,31.3,58.3,NORFOLK
NR347HS,NR,6.8,8.1,NORFOLK
NR347HU,NR,6.5,55,NORFOLK
NR347HZ,NR,9.9,14.2,NORFOLK
NR347JA,NR,5.3,12.9,NORFOLK
NR347JE,NR,29.2,79.9,NORFOLK
NR347JF,NR,24,79.2,NORFOLK
NR347JH,NR,11.7,40,NORFOLK
NR347JP,NR,4.3,8.1,NORFOLK
NR347JQ,NR,13.5,40,NORFOLK
NR347JR,NR,43.3,79.9,NORFOLK
NR347JS,NR,45.2,76.3,NORFOLK
NR347JW,NR,6.7,8.1,NORFOLK
NR347JX,NR,39.2,55.6,NORFOLK
NR347JZ,NR,11.4,35,NORFOLK
NR347LA,NR,13.1,80,NORFOLK
NR347LD,NR,26.9,74.9,NORFOLK
NR347LF,NR,23.3,59.9,NORFOLK
NR347LG,NR,18.8,79.9,NORFOLK
NR347LH,NR,6.6,10.9,NORFOLK
NR347LJ,NR,5.5,8.1,NORFOLK
NR347LL,NR,3.6,4.7,NORFOLK
NR347LR,NR,19.2,61,NORFOLK
NR347LT,NR,39,79.9,NORFOLK
NR347LU,NR,35.2,80,NORFOLK
NR347NE,NR,3.1,4.9,NORFOLK
NR347NF,NR,21.5,80,NORFOLK
NR347NH,NR,1.6,1.9,NORFOLK
NR347NJ,NR,1,1.4,NORFOLK
NR347NL,NR,3.4,5.1,NORFOLK
NR347NN,NR,40.3,74.1,NORFOLK
NR347NQ,NR,2.1,4.4,NORFOLK
NR347NX,NR,41.9,79.2,NORFOLK
NR347PD,NR,4.8,11.5,NORFOLK
NR347PE,NR,19.9,35.5,NORFOLK
NR347PF,NR,14,20,NORFOLK
NR347PG,NR,6.3,54.9,NORFOLK
NR347PJ,NR,14.2,19.4,NORFOLK
NR347PN,NR,24.2,48.9,NORFOLK
NR347PP,NR,7,17.2,NORFOLK
NR347PQ,NR,4.3,13,NORFOLK
NR347PR,NR,14.1,23.3,NORFOLK
NR347PS,NR,44.4,79.9,NORFOLK
NR347PT,NR,17,29.7,NORFOLK
NR347PW,NR,18,40,NORFOLK
NR347PX,NR,29.4,75.6,NORFOLK
NR347PZ,NR,47.5,80,NORFOLK
NR347QB,NR,41.3,79.9,NORFOLK
NR347QD,NR,52,80,NORFOLK
NR347QE,NR,57.9,79.9,NORFOLK
NR347QF,NR,38.3,79.9,NORFOLK
NR347QH,NR,43.9,79.9,NORFOLK
NR347QL,NR,41.6,60.7,NORFOLK
NR347QN,NR,26.4,49.2,NORFOLK
NR347QP,NR,34.8,51.3,NORFOLK
NR347QR,NR,3.3,7.2,NORFOLK
NR347QS,NR,30.4,54.9,NORFOLK
NR347QT,NR,29.4,40,NORFOLK
NR347QU,NR,28.6,79.9,NORFOLK
NR347QW,NR,12.8,30.7,NORFOLK
NR347QX,NR,32.7,80,NORFOLK
NR347RD,NR,20.8,61.7,NORFOLK
NR347RE,NR,16.2,30.2,NORFOLK
NR347RF,NR,22.4,40,NORFOLK
NR347RG,NR,20.7,37.9,NORFOLK
NR347RJ,NR,13,48.4,NORFOLK
NR347RL,NR,12.5,21.7,NORFOLK
NR347RN,NR,19.4,30.6,NORFOLK
NR347RP,NR,14.5,24.2,NORFOLK
NR347RR,NR,19.7,67.9,NORFOLK
NR347RS,NR,11.4,28.2,NORFOLK
NR347RT,NR,18.9,29.5,NORFOLK
NR347RU,NR,16.8,40,NORFOLK
NR347RW,NR,29.6,44.2,NORFOLK
NR347RX,NR,11.6,23.6,NORFOLK
NR347RZ,NR,27.1,78.3,NORFOLK
NR347SB,NR,25.8,72.9,NORFOLK
NR347SD,NR,12.6,32,NORFOLK
NR347SE,NR,28.1,40,NORFOLK
NR347SF,NR,27.8,58,NORFOLK
NR347SG,NR,8.2,22.5,NORFOLK
NR347SH,NR,30.2,61.9,NORFOLK
NR347SJ,NR,18,35.1,NORFOLK
NR347SL,NR,20.2,41.8,NORFOLK
NR347SN,NR,21.6,37.4,NORFOLK
NR347SQ,NR,12.3,38.6,NORFOLK
NR347TD,NR,4.1,5.6,NORFOLK
NR347TE,NR,5.4,6.6,NORFOLK
NR347TH,NR,2.8,5.7,NORFOLK
NR347TJ,NR,3.8,7.8,NORFOLK
NR347TP,NR,0.8,1.2,NORFOLK
NR347TQ,NR,4.2,5.1,NORFOLK
NR347TS,NR,0.6,0.6,NORFOLK
NR347TT,NR,1.8,3.8,NORFOLK
NR347TU,NR,1.8,2.6,NORFOLK
NR347TZ,NR,3.2,3.7,NORFOLK
NR347UA,NR,2,3.1,NORFOLK
NR347UB,NR,4.3,5.6,NORFOLK
NR347UE,NR,6.2,10.5,NORFOLK
NR347UG,NR,6,7.7,NORFOLK
NR347UJ,NR,4.9,6.3,NORFOLK
NR347UL,NR,12.8,55,NORFOLK
NR347UN,NR,33,74.9,NORFOLK
NR347UP,NR,45.2,76,NORFOLK
NR347UR,NR,26.1,79.9,NORFOLK
NR347UT,NR,37.4,42.5,NORFOLK
NR347UU,NR,15.8,25.4,NORFOLK
NR347UW,NR,29.6,79.7,NORFOLK
NR347UX,NR,14.9,27.4,NORFOLK
NR347UZ,NR,59.9,79.9,NORFOLK
NR347XA,NR,37.8,78.6,NORFOLK
NR347XD,NR,6.5,7.5,NORFOLK
NR348AA,NR,12,20.5,NORFOLK
NR348AN,NR,10,16.8,NORFOLK
NR348AP,NR,2.8,21,NORFOLK
NR348AQ,NR,10,12.4,NORFOLK
NR348AR,NR,19.7,40.5,NORFOLK
NR348AT,NR,18.1,20.3,NORFOLK
NR348AX,NR,19,40,NORFOLK
NR348BA,NR,19.2,80,NORFOLK
NR348BD,NR,12.2,16.6,NORFOLK
NR348BG,NR,3.7,5.2,NORFOLK
NR348BH,NR,6.6,14.3,NORFOLK
NR348BL,NR,1.6,2.7,NORFOLK
NR348BP,NR,6.1,6.6,NORFOLK
NR348BQ,NR,5.3,7.8,NORFOLK
NR348BS,NR,7.1,9.1,NORFOLK
NR348DA,NR,11.1,37.6,NORFOLK
NR348DB,NR,15.3,30.6,NORFOLK
NR348DD,NR,10.5,17.2,NORFOLK
NR348DE,NR,19.2,54.9,NORFOLK
NR348DF,NR,22.4,80,NORFOLK
NR348DH,NR,16.9,68.9,NORFOLK
NR348DJ,NR,12.7,18.5,NORFOLK
NR348DL,NR,9.8,16.4,NORFOLK
NR348DN,NR,37.8,76.6,NORFOLK
NR348DP,NR,35.9,76.6,NORFOLK
NR348DR,NR,41.6,64.1,NORFOLK
NR348DU,NR,8.4,8.6,NORFOLK
NR348DW,NR,35.4,71.6,NORFOLK
NR348DY,NR,8.7,13.4,NORFOLK
NR348DZ,NR,8.9,18.8,NORFOLK
NR348ED,NR,9.4,18.5,NORFOLK
NR348EE,NR,42.3,79,NORFOLK
NR348EF,NR,24.9,40,NORFOLK
NR348EN,NR,6.1,9.4,NORFOLK
NR348EQ,NR,31.6,77.6,NORFOLK
NR348ER,NR,10.2,19,NORFOLK
NR348ET,NR,18.1,72.9,NORFOLK
NR348EX,NR,10.4,80,NORFOLK
NR348EY,NR,4.1,6.2,NORFOLK
NR348HA,NR,33.9,80,NORFOLK
NR348HB,NR,18.5,19.9,NORFOLK
NR348HD,NR,13.3,25,NORFOLK
NR348HE,NR,21.1,55,NORFOLK
NR348HF,NR,8.1,8.1,NORFOLK
NR348HJ,NR,7.6,11.7,NORFOLK
NR348HL,NR,5.7,11,NORFOLK
NR348HN,NR,17.4,68,NORFOLK
NR348HP,NR,2.4,7.2,NORFOLK
NR348HQ,NR,5.7,6.8,NORFOLK
NR348HR,NR,7.2,55,NORFOLK
NR348HS,NR,3.8,8.1,NORFOLK
NR348HX,NR,2.8,3.1,NORFOLK
NR348HY,NR,2.9,3.3,NORFOLK
NR348JB,NR,4,13.9,NORFOLK
NR348JH,NR,8.7,13.6,NORFOLK
NR348JL,NR,2.3,3.5,NORFOLK
NR348JN,NR,14.6,25.3,NORFOLK
NR348JP,NR,3.3,3.8,NORFOLK
NR348JR,NR,1.1,2.4,NORFOLK
NR348JT,NR,13.7,26.5,NORFOLK
NR348JU,NR,8.7,16,NORFOLK
NR348JW,NR,27.7,31.5,NORFOLK
NR348LA,NR,30.1,46.9,NORFOLK
NR348LB,NR,29.8,79,NORFOLK
NR348LD,NR,40.6,58.1,NORFOLK
NR348LH,NR,34.8,46.5,NORFOLK
NR348LL,NR,30.1,79.9,NORFOLK
NR348LQ,NR,22.1,40,NORFOLK
NR348LR,NR,24.1,61.3,NORFOLK
NR348LS,NR,41.4,52.9,NORFOLK
NR348LU,NR,1.2,1.5,NORFOLK
NR348LW,NR,1.1,1.6,NORFOLK
NR348LX,NR,2.6,8.6,NORFOLK
NR348NA,NR,9.5,14.5,NORFOLK
NR348NB,NR,5.8,18.6,NORFOLK
NR348ND,NR,26.2,65.3,NORFOLK
NR348NF,NR,4.5,33.5,NORFOLK
NR348NG,NR,38.9,79.9,NORFOLK
NR348NN,NR,22.1,49.3,NORFOLK
NR348NQ,NR,37.4,54.9,NORFOLK
NR348NR,NR,4.4,12.5,NORFOLK
NR348NU,NR,75.5,79.9,NORFOLK
NR348NY,NR,3.8,15.9,NORFOLK
NR348NZ,NR,27.7,44,NORFOLK
NR348PA,NR,2.7,3.4,NORFOLK
NR348PD,NR,12.1,63.7,NORFOLK
NR348PF,NR,4.8,8.1,NORFOLK
NR348RA,NR,28,80,NORFOLK
NR348RE,NR,27.1,55,NORFOLK
NR348RF,NR,24.9,53.2,NORFOLK
NR348RG,NR,32.4,79.6,NORFOLK
NR348RH,NR,31,80,NORFOLK
NR348RL,NR,24.2,80,NORFOLK
NR348RN,NR,22.9,40,NORFOLK
NR348RQ,NR,17.7,23.7,NORFOLK
NR348RR,NR,47.5,55,NORFOLK
NR348RS,NR,13.5,24.4,NORFOLK
NR348RW,NR,27.1,80,NORFOLK
NR348TE,NR,3.4,5,NORFOLK
NR348TG,NR,7.3,42.6,NORFOLK
NR348TQ,NR,2.3,3.6,NORFOLK
NR348TR,NR,27.5,44,NORFOLK
NR348TT,NR,27,80,NORFOLK
NR348TU,NR,3.9,4.3,NORFOLK
NR349AB,NR,59.8,80,NORFOLK
NR349AD,NR,35.5,80,NORFOLK
NR349AE,NR,34.4,52.6,NORFOLK
NR349AJ,NR,34.4,72,NORFOLK
NR349AN,NR,31.5,59.5,NORFOLK
NR349AP,NR,46.7,80,NORFOLK
NR349AQ,NR,48.4,80,NORFOLK
NR349AR,NR,31.8,66.9,NORFOLK
NR349AS,NR,36.6,80,NORFOLK
NR349AT,NR,78.7,78.7,NORFOLK
NR349AU,NR,30.2,58.8,NORFOLK
NR349AX,NR,40.1,77.1,NORFOLK
NR349AY,NR,38.5,61.8,NORFOLK
NR349AZ,NR,25.4,52.3,NORFOLK
NR349BB,NR,21.5,40,NORFOLK
NR349BE,NR,32.4,59.6,NORFOLK
NR349BF,NR,43,70.8,NORFOLK
NR349BG,NR,27.6,79.9,NORFOLK
NR349BJ,NR,25.7,79.9,NORFOLK
NR349BT,NR,27.8,40,NORFOLK
NR349DA,NR,52.5,79.9,NORFOLK
NR349DB,NR,30.4,79.9,NORFOLK
NR349DD,NR,42.6,67.2,NORFOLK
NR349DE,NR,33.9,73.9,NORFOLK
NR349DG,NR,34.5,80,NORFOLK
NR349DH,NR,52.1,80,NORFOLK
NR349DJ,NR,32,68.7,NORFOLK
NR349DL,NR,36.9,71.7,NORFOLK
NR349DN,NR,38.5,79.9,NORFOLK
NR349DQ,NR,43.4,80,NORFOLK
NR349DR,NR,30.8,67.3,NORFOLK
NR349DS,NR,31.3,77.9,NORFOLK
NR349DT,NR,53.4,72.9,NORFOLK
NR349DU,NR,41.1,80,NORFOLK
NR349DW,NR,26.4,74.6,NORFOLK
NR349DX,NR,32.2,67.5,NORFOLK
NR349DY,NR,45.9,80,NORFOLK
NR349EB,NR,25.7,40,NORFOLK
NR349ED,NR,18.8,42,NORFOLK
NR349EH,NR,33.5,60.6,NORFOLK
NR349EL,NR,16.5,40,NORFOLK
NR349EN,NR,33.5,68.6,NORFOLK
NR349EP,NR,31.1,79.2,NORFOLK
NR349ER,NR,46.2,80,NORFOLK
NR349ET,NR,33.2,54.5,NORFOLK
NR349EU,NR,11.2,12.8,NORFOLK
NR349EW,NR,31.8,65.4,NORFOLK
NR349HA,NR,23,63.8,NORFOLK
NR349HB,NR,40.3,73,NORFOLK
NR349HD,NR,34.9,67.5,NORFOLK
NR349HE,NR,46.1,78.7,NORFOLK
NR349HH,NR,56.3,79.9,NORFOLK
NR349HL,NR,48.4,80,NORFOLK
NR349HN,NR,30,68.3,NORFOLK
NR349HQ,NR,53.9,80,NORFOLK
NR349HT,NR,25.5,49,NORFOLK
NR349HU,NR,25.1,44.1,NORFOLK
NR349HW,NR,39.5,67.2,NORFOLK
NR349HX,NR,25.2,57.2,NORFOLK
NR349HY,NR,36,53.3,NORFOLK
NR349JA,NR,44.5,80,NORFOLK
NR349JB,NR,30.5,70.4,NORFOLK
NR349JE,NR,29.8,69.5,NORFOLK
NR349JG,NR,45.1,76.2,NORFOLK
NR349JH,NR,43,79.8,NORFOLK
NR349JJ,NR,47.9,80,NORFOLK
NR349JN,NR,29.9,80,NORFOLK
NR349JP,NR,28.4,55.5,NORFOLK
NR349JQ,NR,44.9,80,NORFOLK
NR349JR,NR,28.3,65.9,NORFOLK
NR349JS,NR,27.9,47.7,NORFOLK
NR349JT,NR,37.5,72.9,NORFOLK
NR349JU,NR,11.6,19.8,NORFOLK
NR349JW,NR,31.6,79.7,NORFOLK
NR349JY,NR,15.9,25.1,NORFOLK
NR349JZ,NR,18.1,39.6,NORFOLK
NR349LA,NR,19.1,49.7,NORFOLK
NR349LB,NR,24.7,80,NORFOLK
NR349LD,NR,21.1,40,NORFOLK
NR349LE,NR,17.7,30.9,NORFOLK
NR349LF,NR,34.5,80,NORFOLK
NR349LG,NR,48.7,80,NORFOLK
NR349LH,NR,30.2,80,NORFOLK
NR349LP,NR,35.6,80,NORFOLK
NR349LQ,NR,34.4,80,NORFOLK
NR349LR,NR,28.3,55,NORFOLK
NR349LS,NR,33.7,80,NORFOLK
NR349LT,NR,31.4,80,NORFOLK
NR349LU,NR,39.8,80,NORFOLK
NR349LW,NR,29.5,62.1,NORFOLK
NR349LY,NR,30.5,40,NORFOLK
NR349LZ,NR,22.3,34.9,NORFOLK
NR349NA,NR,37.6,74.8,NORFOLK
NR349ND,NR,31.8,54.2,NORFOLK
NR349NE,NR,23.4,38.7,NORFOLK
NR349NF,NR,29.8,40,NORFOLK
NR349NG,NR,26,46.9,NORFOLK
NR349NH,NR,45.4,80,NORFOLK
NR349NJ,NR,41.6,79.9,NORFOLK
NR349NN,NR,39.5,80,NORFOLK
NR349NP,NR,26.3,77.8,NORFOLK
NR349NQ,NR,40.9,79.7,NORFOLK
NR349NR,NR,34.5,79.8,NORFOLK
NR349NS,NR,30,72.1,NORFOLK
NR349NT,NR,28.6,54.9,NORFOLK
NR349NU,NR,41.9,80,NORFOLK
NR349NW,NR,50,80,NORFOLK
NR349NY,NR,25.2,40,NORFOLK
NR349NZ,NR,39.2,80,NORFOLK
NR349PA,NR,46.7,80,NORFOLK
NR349PB,NR,38.2,80,NORFOLK
NR349PF,NR,31.1,53.6,NORFOLK
NR349PH,NR,17.4,28.1,NORFOLK
NR349PJ,NR,23.7,42.1,NORFOLK
NR349PL,NR,29.3,51.4,NORFOLK
NR349PQ,NR,31,48.9,NORFOLK
NR349PS,NR,18.4,46.4,NORFOLK
NR349PT,NR,25.6,55,NORFOLK
NR349PU,NR,21.3,39.2,NORFOLK
NR349PX,NR,25.1,37.1,NORFOLK
NR349PZ,NR,40,40,NORFOLK
NR349QA,NR,30.5,40,NORFOLK
NR349QB,NR,42.5,80,NORFOLK
NR349QH,NR,46.4,80,NORFOLK
NR349QJ,NR,44.8,80,NORFOLK
NR349QN,NR,27.6,58.4,NORFOLK
NR349QP,NR,34,76.5,NORFOLK
NR349QQ,NR,31.5,40,NORFOLK
NR349QR,NR,40.1,80,NORFOLK
NR349QS,NR,37.2,75.4,NORFOLK
NR349QT,NR,34.5,78.4,NORFOLK
NR349QU,NR,35.2,79,NORFOLK
NR349QW,NR,38.3,40,NORFOLK
NR349QX,NR,41.1,80,NORFOLK
NR349QY,NR,25.4,54.3,NORFOLK
NR349QZ,NR,42.9,78.8,NORFOLK
NR349RB,NR,20.7,50.8,NORFOLK
NR349RD,NR,38.4,80,NORFOLK
NR349RE,NR,38.7,80,NORFOLK
NR349RF,NR,31.7,40,NORFOLK
NR349RG,NR,31.3,79.7,NORFOLK
NR349RH,NR,52.5,79.7,NORFOLK
NR349RJ,NR,38.9,74,NORFOLK
NR349RL,NR,15.4,40,NORFOLK
NR349RN,NR,31.3,80,NORFOLK
NR349RP,NR,39.6,79.1,NORFOLK
NR349RQ,NR,29.7,80,NORFOLK
NR349RR,NR,24.3,60,NORFOLK
NR349RS,NR,40,79.9,NORFOLK
NR349RT,NR,36.4,71.9,NORFOLK
NR349RU,NR,22,39,NORFOLK
NR349RW,NR,42.1,78.4,NORFOLK
NR349RX,NR,32.3,68.1,NORFOLK
