postcode,postcode_area,avg_download,max_download,county
IP29XZ,IP,41.4,200,SUFFOLK
IP29YA,IP,70.5,200,SUFFOLK
IP29YB,IP,67,200,SUFFOLK
IP29YD,IP,52.8,150,SUFFOLK
IP29YE,IP,78.7,200,SUFFOLK
IP29YF,IP,81.9,200,SUFFOLK
IP29YG,IP,77.9,200,SUFFOLK
IP29YH,IP,78.7,200,SUFFOLK
IP29YJ,IP,71.6,300,SUFFOLK
IP29YL,IP,22.9,49,SUFFOLK
IP29YN,IP,52.1,106.3,SUFFOLK
IP29YP,IP,52.2,200,SUFFOLK
IP29YQ,IP,58.7,200,SUFFOLK
IP29YR,IP,67.5,200,SUFFOLK
IP29YS,IP,70.4,200,SUFFOLK
IP29YT,IP,67.9,200,SUFFOLK
IP29YW,IP,71.9,200,SUFFOLK
IP29YX,IP,112.6,200,SUFFOLK
IP29YY,IP,68.7,200,SUFFOLK
IP300AB,IP,32.2,54.9,SUFFOLK
IP300AD,IP,14.9,22.8,SUFFOLK
IP300AF,IP,19.4,20.7,SUFFOLK
IP300AG,IP,3,4.3,SUFFOLK
IP300AJ,IP,1.2,2.1,SUFFOLK
IP300AQ,IP,1.4,1.5,SUFFOLK
IP300AS,IP,57,76.6,SUFFOLK
IP300AT,IP,0.6,0.7,SUFFOLK
IP300AU,IP,48.7,79.9,SUFFOLK
IP300AW,IP,12.6,21.1,SUFFOLK
IP300AX,IP,56,79.9,SUFFOLK
IP300AY,IP,36.6,76.9,SUFFOLK
IP300AZ,IP,2.5,4.6,SUFFOLK
IP300BA,IP,12.3,20,SUFFOLK
IP300BE,IP,51,60.9,SUFFOLK
IP300BG,IP,1.1,1.8,SUFFOLK
IP300BP,IP,14.7,18.4,SUFFOLK
IP300BS,IP,37.5,68.7,SUFFOLK
IP300BT,IP,46.4,78.3,SUFFOLK
IP300BU,IP,48.1,80,SUFFOLK
IP300DA,IP,11.9,34.6,SUFFOLK
IP300DB,IP,9.4,14.4,SUFFOLK
IP300DG,IP,10.8,40,SUFFOLK
IP300DH,IP,12.4,52.3,SUFFOLK
IP300DQ,IP,2.3,2.3,SUFFOLK
IP300DR,IP,10.8,21.1,SUFFOLK
IP300DT,IP,13.7,14.3,SUFFOLK
IP300DU,IP,29.3,54.9,SUFFOLK
IP300DX,IP,15.6,17.2,SUFFOLK
IP300ED,IP,5.6,8.2,SUFFOLK
IP300EF,IP,8.8,16.5,SUFFOLK
IP300EH,IP,3.6,4.1,SUFFOLK
IP300EJ,IP,36.9,79.4,SUFFOLK
IP300EL,IP,57.3,77.4,SUFFOLK
IP300EP,IP,45.9,69.8,SUFFOLK
IP300EQ,IP,30.7,79.9,SUFFOLK
IP300ER,IP,27.2,47,SUFFOLK
IP300HA,IP,30.9,77.4,SUFFOLK
IP300HB,IP,18,46.1,SUFFOLK
IP300HE,IP,44.9,79.6,SUFFOLK
IP300HG,IP,29.5,80,SUFFOLK
IP300HJ,IP,42.2,73.9,SUFFOLK
IP300HL,IP,29.6,54.9,SUFFOLK
IP300HN,IP,51.4,66.9,SUFFOLK
IP300HP,IP,13.7,25.6,SUFFOLK
IP300HQ,IP,59.9,80,SUFFOLK
IP300HR,IP,33.6,51.2,SUFFOLK
IP300HS,IP,33.6,63.3,SUFFOLK
IP300HT,IP,24.8,76.4,SUFFOLK
IP300HU,IP,29.6,52.6,SUFFOLK
IP300HW,IP,24.5,52.2,SUFFOLK
IP300HX,IP,17.4,79.9,SUFFOLK
IP300HY,IP,20.5,80,SUFFOLK
IP300HZ,IP,7.6,9.5,SUFFOLK
IP300JB,IP,9,34.8,SUFFOLK
IP300JD,IP,5,5,SUFFOLK
IP300JE,IP,2.6,3,SUFFOLK
IP300JF,IP,2.8,3.7,SUFFOLK
IP300JP,IP,18.8,40,SUFFOLK
IP300JQ,IP,4,5,SUFFOLK
IP300LA,IP,26.7,73.5,SUFFOLK
IP300LB,IP,16,22.5,SUFFOLK
IP300LG,IP,17.5,74.9,SUFFOLK
IP300LP,IP,37.5,79.9,SUFFOLK
IP300LQ,IP,15.5,79.9,SUFFOLK
IP300LR,IP,50.6,79.9,SUFFOLK
IP300LS,IP,10.3,14.3,SUFFOLK
IP300LU,IP,47.3,70.3,SUFFOLK
IP300LW,IP,31.5,80,SUFFOLK
IP300LY,IP,17,24.4,SUFFOLK
IP300NG,IP,2.7,11.6,SUFFOLK
IP300NH,IP,1.4,2.1,SUFFOLK
IP300NJ,IP,1.1,1.9,SUFFOLK
IP300NP,IP,0.6,0.8,SUFFOLK
IP300NR,IP,2.7,26.1,SUFFOLK
IP300NT,IP,4.8,19,SUFFOLK
IP300NW,IP,0.6,0.8,SUFFOLK
IP300NZ,IP,14.3,76.4,SUFFOLK
IP300PJ,IP,14.9,33.8,SUFFOLK
IP300PL,IP,13.1,76.5,SUFFOLK
IP300PN,IP,24.2,39.9,SUFFOLK
IP300PP,IP,29.2,76.5,SUFFOLK
IP300PQ,IP,30.5,40,SUFFOLK
IP300PS,IP,9.8,15.7,SUFFOLK
IP300QB,IP,12.3,26.5,SUFFOLK
IP300QD,IP,20,49.2,SUFFOLK
IP300QE,IP,26.4,57,SUFFOLK
IP300QF,IP,6.5,21.6,SUFFOLK
IP300QG,IP,9.3,22.3,SUFFOLK
IP300QH,IP,4.9,13,SUFFOLK
IP300QJ,IP,4.7,18.6,SUFFOLK
IP300QL,IP,5.1,14.7,SUFFOLK
IP300QP,IP,4.9,16.5,SUFFOLK
IP300QR,IP,7.6,15.1,SUFFOLK
IP300QS,IP,18.9,32.2,SUFFOLK
IP300QW,IP,1.3,1.9,SUFFOLK
IP300QY,IP,30.9,41,SUFFOLK
IP300QZ,IP,31,79.9,SUFFOLK
IP300RA,IP,37.6,79.9,SUFFOLK
IP300RD,IP,19.6,21.9,SUFFOLK
IP300RE,IP,27.8,42.1,SUFFOLK
IP300RH,IP,29.1,45.3,SUFFOLK
IP300RL,IP,32.5,78.9,SUFFOLK
IP300RN,IP,9.9,12.7,SUFFOLK
IP300RQ,IP,49.4,79.9,SUFFOLK
IP300RR,IP,16.5,20.4,SUFFOLK
IP300RT,IP,34.6,79.9,SUFFOLK
IP300RX,IP,21.6,35.8,SUFFOLK
IP300RZ,IP,17,22.4,SUFFOLK
IP300SA,IP,43.6,76.6,SUFFOLK
IP300SB,IP,38.2,76.3,SUFFOLK
IP300SE,IP,55.9,72.4,SUFFOLK
IP300SG,IP,23.9,36.7,SUFFOLK
IP300SJ,IP,21.7,63.9,SUFFOLK
IP300SN,IP,27.4,39.8,SUFFOLK
IP300SP,IP,50.3,76.6,SUFFOLK
IP300SQ,IP,13.6,17.8,SUFFOLK
IP300SR,IP,31,54.9,SUFFOLK
IP300SU,IP,16.6,32.3,SUFFOLK
IP300SW,IP,30.4,54.9,SUFFOLK
IP300SX,IP,37.7,80,SUFFOLK
IP300SY,IP,33.5,79.9,SUFFOLK
IP300SZ,IP,25.8,64.9,SUFFOLK
IP300TH,IP,28.5,79.9,SUFFOLK
IP300TJ,IP,39.7,79.9,SUFFOLK
IP300TL,IP,46.9,79.9,SUFFOLK
IP300TN,IP,40.5,69.9,SUFFOLK
IP300TP,IP,35,62.8,SUFFOLK
IP300TR,IP,30,56.5,SUFFOLK
IP300TS,IP,43.2,65.4,SUFFOLK
IP300TT,IP,50.3,79.7,SUFFOLK
IP300TW,IP,33.7,76.6,SUFFOLK
IP300TX,IP,31.7,60,SUFFOLK
IP300TY,IP,29.1,74.3,SUFFOLK
IP300UA,IP,18.9,54.9,SUFFOLK
IP300UB,IP,6.6,13.8,SUFFOLK
IP300UE,IP,29,46,SUFFOLK
IP300UF,IP,39.9,79.9,SUFFOLK
IP300UL,IP,46.3,80,SUFFOLK
IP300UX,IP,33.1,76.3,SUFFOLK
IP300UY,IP,65.5,79.3,SUFFOLK
IP309AA,IP,47.4,75.3,SUFFOLK
IP309AB,IP,45.4,80,SUFFOLK
IP309AD,IP,41.2,79.9,SUFFOLK
IP309AE,IP,39.1,79,SUFFOLK
IP309AF,IP,44.5,79.9,SUFFOLK
IP309AG,IP,34.2,79.9,SUFFOLK
IP309AL,IP,27.9,76.3,SUFFOLK
IP309AN,IP,19.5,38.4,SUFFOLK
IP309AP,IP,57,80,SUFFOLK
IP309AQ,IP,35,80,SUFFOLK
IP309AS,IP,52.2,80,SUFFOLK
IP309AT,IP,23.6,70.1,SUFFOLK
IP309AW,IP,21.2,24.4,SUFFOLK
IP309AX,IP,36.1,79.9,SUFFOLK
IP309AY,IP,20.9,65,SUFFOLK
IP309AZ,IP,40.9,79.9,SUFFOLK
IP309BA,IP,37.2,79.7,SUFFOLK
IP309BD,IP,24.9,79.9,SUFFOLK
IP309BE,IP,28,79.6,SUFFOLK
IP309BF,IP,39.6,80,SUFFOLK
IP309BG,IP,23.4,51.2,SUFFOLK
IP309BJ,IP,20.6,74.7,SUFFOLK
IP309BL,IP,15.8,52.6,SUFFOLK
IP309BN,IP,18.9,23.6,SUFFOLK
IP309BP,IP,13.3,54.9,SUFFOLK
IP309BQ,IP,31.3,78.7,SUFFOLK
IP309BS,IP,47.5,79.9,SUFFOLK
IP309BT,IP,34.3,80,SUFFOLK
IP309BW,IP,14,20,SUFFOLK
IP309BX,IP,50.5,79.9,SUFFOLK
IP309BZ,IP,25.6,40,SUFFOLK
IP309DA,IP,30.9,66.4,SUFFOLK
IP309DB,IP,30.7,78.3,SUFFOLK
IP309DD,IP,33.8,79.7,SUFFOLK
IP309DE,IP,28.5,73.9,SUFFOLK
IP309DF,IP,48.3,79.9,SUFFOLK
IP309DG,IP,27.2,51.2,SUFFOLK
IP309DH,IP,28.1,52.6,SUFFOLK
IP309DL,IP,24.4,66.8,SUFFOLK
IP309DN,IP,16.2,40,SUFFOLK
IP309DP,IP,14,55.4,SUFFOLK
IP309DQ,IP,34.1,78.6,SUFFOLK
IP309DR,IP,35.6,80,SUFFOLK
IP309DS,IP,40.4,76,SUFFOLK
IP309DT,IP,38.5,80,SUFFOLK
IP309DU,IP,50.5,80,SUFFOLK
IP309DW,IP,24.7,52.6,SUFFOLK
IP309DX,IP,43,80,SUFFOLK
IP309DY,IP,39.4,80,SUFFOLK
IP309EB,IP,45.3,75.8,SUFFOLK
IP309ED,IP,34.3,78.2,SUFFOLK
IP309EE,IP,25.8,40,SUFFOLK
IP309EG,IP,32.7,79.6,SUFFOLK
IP309EH,IP,30.9,76.5,SUFFOLK
IP309EJ,IP,36.1,79.2,SUFFOLK
IP309EL,IP,30.8,61.1,SUFFOLK
IP309EQ,IP,16.2,20.7,SUFFOLK
IP309ES,IP,9.8,15.2,SUFFOLK
IP309ET,IP,29.6,70.3,SUFFOLK
IP309EU,IP,21.8,40,SUFFOLK
IP309EX,IP,32.2,66.4,SUFFOLK
IP309EY,IP,43,79.6,SUFFOLK
IP309EZ,IP,37.4,65.4,SUFFOLK
IP309FA,IP,53.2,80,SUFFOLK
IP309FB,IP,39.4,80,SUFFOLK
IP309FF,IP,40.5,74,SUFFOLK
IP309FG,IP,35.7,70.5,SUFFOLK
IP309FL,IP,67.6,79.9,SUFFOLK
IP309FN,IP,26.6,70.8,SUFFOLK
IP309FP,IP,34.5,76.6,SUFFOLK
IP309FQ,IP,31.6,54.9,SUFFOLK
IP309GE,IP,39.7,79.9,SUFFOLK
IP309GF,IP,35.6,79.9,SUFFOLK
IP309GG,IP,43.3,76.3,SUFFOLK
IP309GH,IP,47.9,80,SUFFOLK
IP309GJ,IP,51.9,79.9,SUFFOLK
IP309GL,IP,36.3,70.4,SUFFOLK
IP309GP,IP,18.6,51,SUFFOLK
IP309GQ,IP,48.8,79.9,SUFFOLK
IP309GX,IP,62,79.9,SUFFOLK
IP309GY,IP,29.8,61.8,SUFFOLK
IP309GZ,IP,22.3,50.9,SUFFOLK
IP309HA,IP,35.1,80,SUFFOLK
IP309HB,IP,17.2,22.3,SUFFOLK
IP309HD,IP,43.9,80,SUFFOLK
IP309HG,IP,30.4,80,SUFFOLK
IP309HH,IP,27.9,52.5,SUFFOLK
IP309HJ,IP,22.1,43.9,SUFFOLK
IP309HL,IP,14,30.3,SUFFOLK
IP309HN,IP,10.6,18.6,SUFFOLK
IP309HR,IP,21.9,79.9,SUFFOLK
IP309HS,IP,41,80,SUFFOLK
IP309HU,IP,41.1,80,SUFFOLK
IP309HY,IP,15.4,27.8,SUFFOLK
IP309HZ,IP,24.9,55,SUFFOLK
IP309JB,IP,19.3,44.5,SUFFOLK
IP309JD,IP,20.3,37.8,SUFFOLK
IP309JE,IP,22.3,32.4,SUFFOLK
IP309JF,IP,20.2,43.9,SUFFOLK
IP309JL,IP,5.3,10.9,SUFFOLK
IP309JP,IP,14.8,74.3,SUFFOLK
IP309JQ,IP,15.7,26.8,SUFFOLK
IP309JX,IP,27.2,52.3,SUFFOLK
IP309JZ,IP,35.9,79.9,SUFFOLK
IP309LA,IP,47.8,80,SUFFOLK
IP309LB,IP,5.1,7.8,SUFFOLK
IP309LE,IP,36.8,80,SUFFOLK
IP309LF,IP,36,41.9,SUFFOLK
IP309LG,IP,38.8,70.8,SUFFOLK
IP309LH,IP,61,80,SUFFOLK
IP309LJ,IP,41.6,79.9,SUFFOLK
IP309LL,IP,16.1,40,SUFFOLK
IP309LP,IP,6.4,9,SUFFOLK
IP309LW,IP,6.1,8.8,SUFFOLK
IP309LZ,IP,10,12.9,SUFFOLK
IP309NA,IP,2.6,5.1,SUFFOLK
IP309ND,IP,35.1,79.9,SUFFOLK
IP309NJ,IP,38.2,79.9,SUFFOLK
IP309NL,IP,25.6,79.7,SUFFOLK
IP309NQ,IP,21,30.5,SUFFOLK
IP309NX,IP,6.9,9.9,SUFFOLK
IP309NY,IP,29.3,80,SUFFOLK
IP309NZ,IP,27.8,79.5,SUFFOLK
IP309PA,IP,38.9,79.9,SUFFOLK
IP309PB,IP,25.5,71.2,SUFFOLK
IP309PE,IP,36.5,54.9,SUFFOLK
IP309PG,IP,25.4,55,SUFFOLK
IP309PH,IP,30.1,48.5,SUFFOLK
IP309PJ,IP,40.2,76.6,SUFFOLK
IP309PN,IP,53.9,79.9,SUFFOLK
IP309PT,IP,40.3,55.2,SUFFOLK
IP309PU,IP,18.9,39.2,SUFFOLK
IP309PX,IP,22.1,39.8,SUFFOLK
IP309PY,IP,28.3,80,SUFFOLK
IP309QB,IP,42.6,79.9,SUFFOLK
IP309QH,IP,17.1,27.6,SUFFOLK
IP309QJ,IP,19.4,59.9,SUFFOLK
IP309QL,IP,51.7,73.3,SUFFOLK
IP309QN,IP,44.8,80,SUFFOLK
IP309QP,IP,39.2,69.8,SUFFOLK
IP309QR,IP,21.3,40,SUFFOLK
IP309QS,IP,38.7,79.9,SUFFOLK
IP309QT,IP,28.2,79.7,SUFFOLK
IP309QU,IP,34.2,79.9,SUFFOLK
IP309QW,IP,40.9,70.4,SUFFOLK
IP309QX,IP,38.2,79.9,SUFFOLK
IP309QY,IP,29.1,77.2,SUFFOLK
IP309QZ,IP,30,52.6,SUFFOLK
IP309RA,IP,45.8,79.9,SUFFOLK
IP309RB,IP,39.8,79.9,SUFFOLK
IP309RD,IP,37.3,79.9,SUFFOLK
IP309RE,IP,31.4,74.1,SUFFOLK
IP309RF,IP,19.7,39.1,SUFFOLK
IP309RG,IP,10.7,27.6,SUFFOLK
IP309RL,IP,33.9,74.5,SUFFOLK
IP309RN,IP,19.3,80,SUFFOLK
IP309RP,IP,2.3,4.8,SUFFOLK
IP309RQ,IP,16,41.3,SUFFOLK
IP309RT,IP,19.8,40,SUFFOLK
IP309RU,IP,45.8,79.9,SUFFOLK
IP309RW,IP,5.1,14.4,SUFFOLK
IP309RX,IP,30.5,79.9,SUFFOLK
IP309RY,IP,23.5,40,SUFFOLK
IP309SA,IP,31.1,78.6,SUFFOLK
IP309SB,IP,33.9,59,SUFFOLK
IP309SD,IP,24,66.3,SUFFOLK
IP309SE,IP,26,56.4,SUFFOLK
IP309SF,IP,34.1,43.5,SUFFOLK
IP309SG,IP,31.5,79.8,SUFFOLK
IP309SH,IP,15.7,35,SUFFOLK
IP309SJ,IP,26.1,54.9,SUFFOLK
IP309SL,IP,4,8.4,SUFFOLK
IP309SN,IP,36.4,66.9,SUFFOLK
IP309SP,IP,7,17.9,SUFFOLK
IP309SQ,IP,19.9,40,SUFFOLK
IP309SR,IP,5.9,7.8,SUFFOLK
IP309SS,IP,8.8,10.8,SUFFOLK
IP309ST,IP,5.1,8.2,SUFFOLK
IP309SW,IP,4.8,5.3,SUFFOLK
IP309SX,IP,4.3,6.4,SUFFOLK
IP309SY,IP,2.4,3.3,SUFFOLK
IP309SZ,IP,5.5,7.5,SUFFOLK
IP309TA,IP,6.6,8.1,SUFFOLK
IP309TD,IP,7.3,10.3,SUFFOLK
IP309TE,IP,12.1,59,SUFFOLK
IP309TF,IP,7.2,11.2,SUFFOLK
IP309TG,IP,6.9,8.3,SUFFOLK
IP309TL,IP,8.5,13.3,SUFFOLK
IP309TN,IP,12.5,23.7,SUFFOLK
IP309TP,IP,6.1,9.5,SUFFOLK
IP309TS,IP,5.5,7.8,SUFFOLK
IP309TU,IP,17.8,42.1,SUFFOLK
IP309TX,IP,33.4,77.4,SUFFOLK
IP309TY,IP,31.4,57.5,SUFFOLK
IP309TZ,IP,23.7,54.3,SUFFOLK
IP309UA,IP,49.6,79.9,SUFFOLK
IP309UB,IP,36.7,66.9,SUFFOLK
IP309UD,IP,13.6,40,SUFFOLK
IP309UE,IP,42.9,80,SUFFOLK
IP309UF,IP,16.4,31.8,SUFFOLK
IP309UG,IP,20,80,SUFFOLK
IP309UH,IP,36.8,80,SUFFOLK
IP309UJ,IP,16.5,19.8,SUFFOLK
IP309UL,IP,16.8,20.8,SUFFOLK
IP309UN,IP,9.2,48.6,SUFFOLK
IP309UP,IP,23,76.6,SUFFOLK
IP309UU,IP,16.2,38.3,SUFFOLK
IP309UX,IP,33.9,71.3,SUFFOLK
IP309UZ,IP,39.3,63.7,SUFFOLK
IP309WH,IP,29.3,55.7,SUFFOLK
IP309XE,IP,24.1,78,SUFFOLK
IP30AE,IP,25.3,80,SUFFOLK
IP30AH,IP,31.6,80,SUFFOLK
IP30AL,IP,75.6,200,SUFFOLK
IP30AN,IP,95.5,200,SUFFOLK
IP30AP,IP,46.1,106.3,SUFFOLK
IP30AR,IP,32.5,75.4,SUFFOLK
IP30AU,IP,34.5,79.9,SUFFOLK
IP30AW,IP,44.4,55,SUFFOLK
IP30BB,IP,32.3,79.9,SUFFOLK
IP30BF,IP,27.8,66.2,SUFFOLK
IP30BL,IP,41.1,72.4,SUFFOLK
IP30BN,IP,45.4,80,SUFFOLK
IP30BP,IP,36.2,79.9,SUFFOLK
IP30BS,IP,5.7,30,SUFFOLK
IP30BU,IP,36.7,79.5,SUFFOLK
IP30BW,IP,32.3,79.9,SUFFOLK
IP30BX,IP,28.4,62.2,SUFFOLK
IP30BY,IP,34.6,80,SUFFOLK
IP30DA,IP,23,65.7,SUFFOLK
IP30DD,IP,48.3,79.9,SUFFOLK
IP30DJ,IP,33.2,80,SUFFOLK
IP30DL,IP,50.3,80,SUFFOLK
IP30DN,IP,32.3,79.9,SUFFOLK
IP30DQ,IP,56.9,200,SUFFOLK
IP30DR,IP,42.3,79.7,SUFFOLK
IP30DS,IP,24.9,75.8,SUFFOLK
IP30DT,IP,28.5,62.2,SUFFOLK
IP30DU,IP,30,68.5,SUFFOLK
IP30DW,IP,32.3,79.9,SUFFOLK
IP30DX,IP,32.1,74.7,SUFFOLK
IP30DY,IP,26.2,80,SUFFOLK
IP30DZ,IP,25.9,71.6,SUFFOLK
IP30EE,IP,66.7,200,SUFFOLK
IP30EF,IP,39.1,200,SUFFOLK
IP30EG,IP,31.9,106.3,SUFFOLK
IP30EH,IP,32,80,SUFFOLK
IP30EJ,IP,52,106.3,SUFFOLK
IP30EL,IP,131.7,200,SUFFOLK
IP30EN,IP,60.3,200,SUFFOLK
IP30ET,IP,19.5,65.3,SUFFOLK
IP30EW,IP,54.2,200,SUFFOLK
IP30EX,IP,49.4,100,SUFFOLK
IP30EY,IP,44.2,200,SUFFOLK
IP30EZ,IP,85.3,200,SUFFOLK
IP30FA,IP,40.5,77.1,SUFFOLK
IP30FB,IP,36.9,80,SUFFOLK
IP30FD,IP,41.3,71.7,SUFFOLK
IP30FE,IP,21.2,59.9,SUFFOLK
IP30FF,IP,41.3,76.3,SUFFOLK
IP30FG,IP,43.8,72.9,SUFFOLK
IP30FH,IP,14.9,40,SUFFOLK
IP30FJ,IP,33.8,80,SUFFOLK
IP30HA,IP,52.7,200,SUFFOLK
IP30HB,IP,60.8,200,SUFFOLK
IP30HD,IP,36.7,150,SUFFOLK
IP30HE,IP,58.6,200,SUFFOLK
IP30HF,IP,63.1,200,SUFFOLK
IP30HG,IP,84.8,200,SUFFOLK
IP30HH,IP,62,200,SUFFOLK
IP30HJ,IP,50.8,200,SUFFOLK
IP30HL,IP,106.2,200,SUFFOLK
IP30HN,IP,52.8,200,SUFFOLK
IP30HP,IP,45.2,106.3,SUFFOLK
IP30HQ,IP,70.1,200,SUFFOLK
IP30HR,IP,13,19.9,SUFFOLK
IP30HS,IP,54.5,200,SUFFOLK
IP30HT,IP,60.1,200,SUFFOLK
IP30HU,IP,101.6,200,SUFFOLK
IP30HW,IP,57.7,200,SUFFOLK
IP30HX,IP,34.6,100,SUFFOLK
IP30JA,IP,65.2,106.3,SUFFOLK
IP30JB,IP,76.2,200,SUFFOLK
IP30JD,IP,49,200,SUFFOLK
IP30JE,IP,44.9,106.3,SUFFOLK
IP30JG,IP,11.2,11.2,SUFFOLK
IP30JJ,IP,46.7,100,SUFFOLK
IP30JL,IP,42.5,100,SUFFOLK
IP30JN,IP,74.1,200,SUFFOLK
IP30JQ,IP,34.3,71,SUFFOLK
IP30JR,IP,69.8,200,SUFFOLK
IP30JS,IP,69.7,200,SUFFOLK
IP30JT,IP,37,106.3,SUFFOLK
IP30JU,IP,81.5,200,SUFFOLK
IP30JW,IP,83.3,300,SUFFOLK
IP30JX,IP,65.6,200,SUFFOLK
IP30JY,IP,70.4,200,SUFFOLK
IP30LA,IP,59.1,200,SUFFOLK
IP30LD,IP,55.9,300,SUFFOLK
IP30LE,IP,49,150,SUFFOLK
IP30LF,IP,75.8,200,SUFFOLK
IP30LG,IP,77.3,200,SUFFOLK
IP30LH,IP,98,200,SUFFOLK
IP30LJ,IP,92.4,200,SUFFOLK
IP30LL,IP,47,100,SUFFOLK
IP30LN,IP,78.2,200,SUFFOLK
IP30LP,IP,62.8,200,SUFFOLK
IP30LQ,IP,67.3,200,SUFFOLK
IP30LR,IP,61.9,200,SUFFOLK
IP30LS,IP,56.3,106.3,SUFFOLK
IP30LT,IP,70.8,200,SUFFOLK
IP30LU,IP,90,200,SUFFOLK
IP30LW,IP,69.9,200,SUFFOLK
IP30LX,IP,62.1,200,SUFFOLK
IP30LY,IP,64.2,300,SUFFOLK
IP30LZ,IP,29.7,67.4,SUFFOLK
IP30NE,IP,75.2,200,SUFFOLK
IP30NF,IP,79,150,SUFFOLK
IP30NG,IP,51.9,106.3,SUFFOLK
IP30NH,IP,59.8,200,SUFFOLK
IP30NJ,IP,75.5,200,SUFFOLK
IP30NL,IP,64.7,200,SUFFOLK
IP30NN,IP,56,100,SUFFOLK
IP30NP,IP,61.5,200,SUFFOLK
IP30NQ,IP,74.7,300,SUFFOLK
IP30NR,IP,55.2,200,SUFFOLK
IP30NS,IP,88,200,SUFFOLK
IP30NT,IP,81.5,200,SUFFOLK
IP30NU,IP,100.8,200,SUFFOLK
IP30NW,IP,65.5,200,SUFFOLK
IP30NX,IP,84.2,200,SUFFOLK
IP30PA,IP,82.4,200,SUFFOLK
IP30PB,IP,82.2,200,SUFFOLK
IP30PD,IP,82.5,200,SUFFOLK
IP30PE,IP,28.1,106.3,SUFFOLK
IP30PF,IP,25,50.3,SUFFOLK
IP30PH,IP,69.3,200,SUFFOLK
IP30PJ,IP,47.3,79.9,SUFFOLK
IP30PQ,IP,48.3,200,SUFFOLK
IP30PS,IP,89.6,200,SUFFOLK
IP30PT,IP,84.8,200,SUFFOLK
IP30PU,IP,101.3,300,SUFFOLK
IP30PX,IP,44.8,100,SUFFOLK
IP30PY,IP,79.2,200,SUFFOLK
IP30PZ,IP,38.9,120,SUFFOLK
IP30QA,IP,41.9,106.3,SUFFOLK
IP30QB,IP,77,200,SUFFOLK
IP30QD,IP,86.4,200,SUFFOLK
IP30QE,IP,48.5,200,SUFFOLK
IP30QF,IP,61.4,200,SUFFOLK
IP30QG,IP,106.5,200,SUFFOLK
IP30QH,IP,60.6,200,SUFFOLK
IP30QJ,IP,54.7,200,SUFFOLK
IP30QL,IP,73.5,200,SUFFOLK
IP30QN,IP,68,200,SUFFOLK
IP30QP,IP,46.6,150,SUFFOLK
IP30QQ,IP,31.7,100,SUFFOLK
IP30QR,IP,79.3,300,SUFFOLK
IP30QU,IP,43.7,75.9,SUFFOLK
IP30QW,IP,64,300,SUFFOLK
IP30QZ,IP,13.3,13.8,SUFFOLK
IP30RA,IP,67.1,200,SUFFOLK
IP30RB,IP,85.6,200,SUFFOLK
IP30RD,IP,69.8,200,SUFFOLK
IP30RE,IP,58.2,200,SUFFOLK
IP30RF,IP,72.3,200,SUFFOLK
IP30RG,IP,88.7,200,SUFFOLK
IP30RH,IP,82.7,200,SUFFOLK
IP30RJ,IP,73,200,SUFFOLK
IP30RL,IP,45.6,200,SUFFOLK
IP30RN,IP,60.5,200,SUFFOLK
IP30RP,IP,65.3,200,SUFFOLK
IP30RQ,IP,54.9,200,SUFFOLK
IP30RR,IP,55.4,300,SUFFOLK
IP30RS,IP,69.4,200,SUFFOLK
IP30RT,IP,51.3,200,SUFFOLK
IP30RU,IP,70.8,200,SUFFOLK
IP30RW,IP,55.2,200,SUFFOLK
IP30RX,IP,42.8,150,SUFFOLK
IP30RY,IP,60.4,106.3,SUFFOLK
IP30RZ,IP,25,100,SUFFOLK
IP30SA,IP,62.7,300,SUFFOLK
IP30SD,IP,77.8,200,SUFFOLK
IP30SE,IP,87.4,200,SUFFOLK
IP30SF,IP,49.7,106.3,SUFFOLK
IP30SG,IP,71.2,200,SUFFOLK
IP30SJ,IP,74,200,SUFFOLK
IP30SL,IP,91.4,200,SUFFOLK
IP30SN,IP,80.7,200,SUFFOLK
IP30SQ,IP,33.1,70,SUFFOLK
IP30SS,IP,31,80,SUFFOLK
IP30SW,IP,63.1,200,SUFFOLK
IP311AA,IP,42.1,76.6,SUFFOLK
IP311AB,IP,46,79.9,SUFFOLK
IP311AD,IP,32.9,66.4,SUFFOLK
IP311AF,IP,21.8,39.5,SUFFOLK
IP311AH,IP,30.5,73.4,SUFFOLK
IP311AJ,IP,35,79.9,SUFFOLK
IP311AL,IP,39.3,80,SUFFOLK
IP311AN,IP,28.7,69.8,SUFFOLK
IP311AQ,IP,19.1,23.9,SUFFOLK
IP311AR,IP,26.7,72.9,SUFFOLK
IP311AS,IP,22.6,40,SUFFOLK
IP311AU,IP,14.3,27.3,SUFFOLK
IP311AW,IP,32.2,80,SUFFOLK
IP311AX,IP,24.5,39.3,SUFFOLK
IP311BA,IP,5.5,23.8,SUFFOLK
IP311BE,IP,57,79.9,SUFFOLK
IP311BG,IP,41.8,51,SUFFOLK
IP311BH,IP,40,76.4,SUFFOLK
IP311BL,IP,31.9,45.8,SUFFOLK
IP311BP,IP,27.9,75.7,SUFFOLK
IP311BT,IP,14.7,54.9,SUFFOLK
IP311BU,IP,17.8,63.7,SUFFOLK
IP311BX,IP,18.3,79.9,SUFFOLK
IP311BY,IP,40.9,80,SUFFOLK
IP311BZ,IP,42.8,80,SUFFOLK
IP311DB,IP,15.4,40,SUFFOLK
IP311DD,IP,23.3,76.2,SUFFOLK
