price,transfer_date,postcode,property_type,town_city,district,county
270000,2025-01-31T00:00:00Z,IP28 8NY,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
135000,2025-02-04T00:00:00Z,IP14 1PE,F,STOWMARKET,MID SUFFOLK,SUFFOLK
145500,2025-01-27T00:00:00Z,IP4 5BX,S,IPSWICH,IPSWICH,SUFFOLK
165000,2025-02-07T00:00:00Z,IP33 3TF,F,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
132000,2025-02-21T00:00:00Z,IP1 4BQ,S,IPSWICH,IPSWICH,SUFFOLK
154000,2025-02-14T00:00:00Z,IP4 1HJ,O,IPSWICH,IPSWICH,SUFFOLK
240000,2025-01-31T00:00:00Z,IP27 9RE,T,BRANDON,WEST SUFFOLK,SUFFOLK
230000,2025-02-06T00:00:00Z,IP8 3RA,S,IPSWICH,BABERGH,SUFFOLK
200000,2025-01-31T00:00:00Z,IP3 8XH,F,IPSWICH,IPSWICH,SUFFOLK
175000,2025-02-14T00:00:00Z,IP14 1UH,F,STOWMARKET,MID SUFFOLK,SUFFOLK
420000,2025-01-23T00:00:00Z,IP28 7FP,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
235000,2025-02-11T00:00:00Z,IP16 4JA,S,LEISTON,EAST SUFFOLK,SUFFOLK
220000,2025-01-24T00:00:00Z,IP28 8HL,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
79875,2025-01-24T00:00:00Z,NA,O,STOWMARKET,MID SUFFOLK,SUFFOLK
328200,2025-02-05T00:00:00Z,IP14 6DP,O,STOWMARKET,MID SUFFOLK,SUFFOLK
172000,2025-03-27T00:00:00Z,NR12 7EJ,T,NORWICH,BROADLAND,NORFOLK
638000,2025-03-31T00:00:00Z,NR1 4AA,T,NORWICH,NORWICH,NORFOLK
230000,2025-03-21T00:00:00Z,PE33 9DX,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
350000,2025-03-28T00:00:00Z,NR9 5SP,S,NORWICH,BROADLAND,NORFOLK
585000,2025-03-28T00:00:00Z,PE31 7NJ,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
187500,2025-03-31T00:00:00Z,NR5 0ES,D,NORWICH,SOUTH NORFOLK,NORFOLK
155500,2025-03-18T00:00:00Z,NR31 8DE,S,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
245000,2025-03-06T00:00:00Z,NR8 6TX,D,NORWICH,BROADLAND,NORFOLK
247500,2025-03-28T00:00:00Z,NR17 1YQ,T,ATTLEBOROUGH,BRECKLAND,NORFOLK
187000,2025-03-24T00:00:00Z,NR28 9XS,T,NORTH WALSHAM,NORTH NORFOLK,NORFOLK
315000,2025-03-28T00:00:00Z,IP21 4EH,T,DISS,SOUTH NORFOLK,NORFOLK
425000,2025-03-28T00:00:00Z,NR8 6YP,D,NORWICH,BROADLAND,NORFOLK
343000,2025-03-28T00:00:00Z,NR9 4BT,D,NORWICH,SOUTH NORFOLK,NORFOLK
1460000,2025-03-11T00:00:00Z,NR12 8TH,D,NORWICH,BROADLAND,NORFOLK
440000,2025-03-18T00:00:00Z,NR20 4AX,D,DEREHAM,BRECKLAND,NORFOLK
115000,2025-03-20T00:00:00Z,PE30 2LE,F,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
480000,2025-03-28T00:00:00Z,NR14 7TF,D,NORWICH,SOUTH NORFOLK,NORFOLK
280000,2025-03-25T00:00:00Z,NR8 5AG,S,NORWICH,SOUTH NORFOLK,NORFOLK
265000,2025-03-28T00:00:00Z,NR2 3LD,T,NORWICH,NORWICH,NORFOLK
231500,2025-03-28T00:00:00Z,NR7 8JX,S,NORWICH,BROADLAND,NORFOLK
183500,2025-03-03T00:00:00Z,NR21 7QF,S,FAKENHAM,NORTH NORFOLK,NORFOLK
257500,2025-03-28T00:00:00Z,NR29 4AG,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
128000,2025-04-03T00:00:00Z,PE33 0HA,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
260000,2025-03-28T00:00:00Z,PE32 1WA,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
240000,2025-03-28T00:00:00Z,IP26 4DW,D,THETFORD,KING'S LYNN AND WEST NORFOLK,NORFOLK
310000,2025-03-28T00:00:00Z,PE32 2NF,D,KING'S LYNN,BRECKLAND,NORFOLK
338000,2025-11-06T00:00:00Z,IP14 1SA,D,STOWMARKET,MID SUFFOLK,SUFFOLK
273500,2025-11-28T00:00:00Z,CO10 2PL,T,SUDBURY,BABERGH,SUFFOLK
225000,2025-11-28T00:00:00Z,NR32 4ET,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
195000,2025-11-21T00:00:00Z,NR32 4WF,S,LOWESTOFT,EAST SUFFOLK,SUFFOLK
348000,2025-12-05T00:00:00Z,IP13 9AX,D,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
230000,2025-07-11T00:00:00Z,IP3 8HA,T,IPSWICH,IPSWICH,SUFFOLK
345000,2025-12-05T00:00:00Z,NR32 3HW,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
525000,2025-12-10T00:00:00Z,IP4 4HQ,D,IPSWICH,IPSWICH,SUFFOLK
260000,2025-12-03T00:00:00Z,IP19 8SJ,D,HALESWORTH,EAST SUFFOLK,SUFFOLK
330000,2025-01-24T00:00:00Z,IP7 6NH,D,IPSWICH,BABERGH,SUFFOLK
210000,2025-11-21T00:00:00Z,IP31 3RZ,T,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
435000,2025-10-29T00:00:00Z,IP5 2TZ,D,IPSWICH,EAST SUFFOLK,SUFFOLK
260000,2025-11-28T00:00:00Z,NR34 9RE,T,BECCLES,EAST SUFFOLK,SUFFOLK
170000,2025-12-03T00:00:00Z,NR34 9UD,T,BECCLES,EAST SUFFOLK,SUFFOLK
320000,2025-11-21T00:00:00Z,IP31 1BZ,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
370000,2025-06-11T00:00:00Z,NR32 4QD,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
373000,2025-11-28T00:00:00Z,NR33 0BQ,S,LOWESTOFT,EAST SUFFOLK,SUFFOLK
122500,2025-12-12T00:00:00Z,IP28 7PY,F,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
242500,2025-11-03T00:00:00Z,CB9 7WB,T,HAVERHILL,WEST SUFFOLK,SUFFOLK
275000,2025-12-17T00:00:00Z,IP6 8JH,S,IPSWICH,MID SUFFOLK,SUFFOLK
235000,2025-12-19T00:00:00Z,NR33 7SQ,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
290000,2025-07-01T00:00:00Z,IP13 0RP,S,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
615000,2025-11-20T00:00:00Z,IP7 7JQ,D,IPSWICH,BABERGH,SUFFOLK
238000,2025-10-24T00:00:00Z,IP4 5BX,D,IPSWICH,IPSWICH,SUFFOLK
280000,2025-11-13T00:00:00Z,CO6 4RJ,S,COLCHESTER,BABERGH,SUFFOLK
322500,2025-12-05T00:00:00Z,CO10 7RG,D,SUDBURY,BABERGH,SUFFOLK
280000,2025-04-11T00:00:00Z,IP30 0HX,S,BURY ST EDMUNDS,BABERGH,SUFFOLK
375000,2025-11-21T00:00:00Z,CO10 0QW,D,SUDBURY,BABERGH,SUFFOLK
185000,2025-11-14T00:00:00Z,IP33 3LP,F,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
200000,2025-01-14T00:00:00Z,NR32 5AJ,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
257000,2025-01-09T00:00:00Z,CO10 2FG,F,SUDBURY,BABERGH,SUFFOLK
390000,2025-01-14T00:00:00Z,NR34 7EU,D,BECCLES,EAST SUFFOLK,SUFFOLK
220000,2025-01-10T00:00:00Z,IP2 9PZ,S,IPSWICH,IPSWICH,SUFFOLK
264900,2025-01-17T00:00:00Z,IP29 5HA,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
310000,2025-01-23T00:00:00Z,IP3 9AA,S,IPSWICH,IPSWICH,SUFFOLK
355000,2025-03-06T00:00:00Z,IP31 1RX,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
485000,2025-02-11T00:00:00Z,NR34 8TG,D,BECCLES,EAST SUFFOLK,SUFFOLK
405000,2025-02-07T00:00:00Z,CB8 8TQ,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
585000,2025-02-03T00:00:00Z,NR33 7RA,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
375000,2025-02-07T00:00:00Z,IP1 4LT,D,IPSWICH,IPSWICH,SUFFOLK
800000,2025-02-14T00:00:00Z,IP7 5NR,D,IPSWICH,BABERGH,SUFFOLK
225000,2025-02-14T00:00:00Z,IP3 9LD,S,IPSWICH,IPSWICH,SUFFOLK
340000,2025-02-14T00:00:00Z,IP30 9WJ,S,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
400000,2025-02-27T00:00:00Z,IP14 1GP,D,STOWMARKET,MID SUFFOLK,SUFFOLK
305000,2025-02-27T00:00:00Z,IP14 1GQ,S,STOWMARKET,MID SUFFOLK,SUFFOLK
325000,2025-02-28T00:00:00Z,IP32 7QF,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
320000,2025-02-28T00:00:00Z,IP10 0PE,S,IPSWICH,EAST SUFFOLK,SUFFOLK
300000,2025-02-28T00:00:00Z,IP5 1EU,D,IPSWICH,EAST SUFFOLK,SUFFOLK
120000,2025-10-31T00:00:00Z,IP11 2FR,F,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
450000,2025-02-26T00:00:00Z,CO10 9FX,D,SUDBURY,BABERGH,SUFFOLK
530000,2025-02-28T00:00:00Z,IP11 0RU,D,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
385000,2025-01-24T00:00:00Z,IP33 2DN,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
900000,2025-02-28T00:00:00Z,IP10 0LZ,D,IPSWICH,EAST SUFFOLK,SUFFOLK
315000,2025-03-07T00:00:00Z,CB8 0AE,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
257000,2025-03-03T00:00:00Z,NR33 8PX,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
300000,2025-01-24T00:00:00Z,CB8 0QG,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
247000,2025-03-14T00:00:00Z,NR32 3AE,S,LOWESTOFT,EAST SUFFOLK,SUFFOLK
295297,2025-03-14T00:00:00Z,IP32 7QF,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
317000,2025-02-28T00:00:00Z,IP5 1NN,D,IPSWICH,EAST SUFFOLK,SUFFOLK
101000,2025-12-19T00:00:00Z,NR32 1PS,S,LOWESTOFT,EAST SUFFOLK,SUFFOLK
240000,2025-08-07T00:00:00Z,NR33 7SX,S,LOWESTOFT,EAST SUFFOLK,SUFFOLK
168000,2025-12-22T00:00:00Z,NR32 2DG,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
260000,2025-12-12T00:00:00Z,IP5 2GN,T,IPSWICH,EAST SUFFOLK,SUFFOLK
260000,2025-08-08T00:00:00Z,NR33 8LQ,S,LOWESTOFT,EAST SUFFOLK,SUFFOLK
360000,2025-02-28T00:00:00Z,IP5 3SY,D,IPSWICH,EAST SUFFOLK,SUFFOLK
525000,2025-02-14T00:00:00Z,IP14 4UT,D,STOWMARKET,MID SUFFOLK,SUFFOLK
180000,2025-12-19T00:00:00Z,IP6 9BN,D,IPSWICH,EAST SUFFOLK,SUFFOLK
560000,2025-02-17T00:00:00Z,CO10 0QT,D,SUDBURY,BABERGH,SUFFOLK
725000,2025-01-22T00:00:00Z,CO10 1AY,D,SUDBURY,BABERGH,SUFFOLK
215000,2025-02-11T00:00:00Z,IP2 0QZ,S,IPSWICH,IPSWICH,SUFFOLK
450000,2025-02-14T00:00:00Z,IP22 1QR,D,DISS,MID SUFFOLK,SUFFOLK
592500,2025-02-14T00:00:00Z,IP27 0EB,D,BRANDON,WEST SUFFOLK,SUFFOLK
745000,2025-02-28T00:00:00Z,IP12 4ED,D,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
825000,2025-02-14T00:00:00Z,IP6 9AR,D,IPSWICH,EAST SUFFOLK,SUFFOLK
180000,2025-02-21T00:00:00Z,IP11 7EW,F,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
1130000,2025-02-21T00:00:00Z,CB8 7NT,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
312500,2025-02-24T00:00:00Z,NR32 4PS,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
395000,2025-03-12T00:00:00Z,IP19 8FP,D,HALESWORTH,EAST SUFFOLK,SUFFOLK
280000,2025-03-20T00:00:00Z,CO10 0HF,T,SUDBURY,BABERGH,SUFFOLK
169000,2025-03-06T00:00:00Z,IP5 1HX,T,IPSWICH,EAST SUFFOLK,SUFFOLK
570000,2025-02-28T00:00:00Z,IP30 9HJ,D,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
195000,2025-03-31T00:00:00Z,IP6 8AP,T,IPSWICH,MID SUFFOLK,SUFFOLK
510000,2025-02-05T00:00:00Z,IP19 9ET,D,HALESWORTH,EAST SUFFOLK,SUFFOLK
830000,2025-03-31T00:00:00Z,IP10 0TL,D,IPSWICH,EAST SUFFOLK,SUFFOLK
320000,2025-03-24T00:00:00Z,IP17 3LD,D,SAXMUNDHAM,EAST SUFFOLK,SUFFOLK
190000,2025-03-27T00:00:00Z,IP14 5TL,S,STOWMARKET,MID SUFFOLK,SUFFOLK
290000,2025-03-27T00:00:00Z,IP13 0BS,S,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
375000,2025-03-26T00:00:00Z,CB8 0AB,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
325000,2025-03-31T00:00:00Z,IP12 4HH,S,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
400000,2025-03-28T00:00:00Z,IP13 0FD,S,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
300000,2025-03-28T00:00:00Z,IP7 6AH,D,IPSWICH,BABERGH,SUFFOLK
775000,2025-03-28T00:00:00Z,IP5 1EF,D,IPSWICH,EAST SUFFOLK,SUFFOLK
605000,2025-09-30T00:00:00Z,IP28 6NY,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
160000,2025-04-11T00:00:00Z,NR33 7HR,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
205000,2025-03-28T00:00:00Z,IP6 8EQ,T,IPSWICH,MID SUFFOLK,SUFFOLK
220000,2025-03-19T00:00:00Z,NR34 7LT,D,BECCLES,EAST SUFFOLK,SUFFOLK
171500,2025-01-23T00:00:00Z,IP28 8SG,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
165000,2025-01-29T00:00:00Z,IP4 1PS,T,IPSWICH,IPSWICH,SUFFOLK
102500,2025-01-31T00:00:00Z,IP4 4NJ,T,IPSWICH,IPSWICH,SUFFOLK
137500,2025-02-03T00:00:00Z,CO10 7RE,T,SUDBURY,BABERGH,SUFFOLK
150000,2025-02-14T00:00:00Z,IP11 2YJ,T,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
220000,2025-02-14T00:00:00Z,IP19 8EY,T,HALESWORTH,EAST SUFFOLK,SUFFOLK
295000,2025-02-14T00:00:00Z,IP4 5HB,D,IPSWICH,IPSWICH,SUFFOLK
76000,2025-02-21T00:00:00Z,NR32 1QB,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
140000,2025-02-12T00:00:00Z,IP16 4XE,T,LEISTON,EAST SUFFOLK,SUFFOLK
150000,2025-03-28T00:00:00Z,NR25 6EU,T,HOLT,NORTH NORFOLK,NORFOLK
215500,2025-01-24T00:00:00Z,NR21 8HU,D,FAKENHAM,NORTH NORFOLK,NORFOLK
300000,2025-03-31T00:00:00Z,PE32 1AP,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
547000,2025-03-31T00:00:00Z,NR29 3EL,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
210000,2025-03-27T00:00:00Z,IP26 5AB,D,THETFORD,BRECKLAND,NORFOLK
185000,2025-03-12T00:00:00Z,NR14 6TP,T,NORWICH,SOUTH NORFOLK,NORFOLK
350000,2025-03-31T00:00:00Z,PE14 0DL,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
365000,2025-03-27T00:00:00Z,NR7 8QG,S,NORWICH,BROADLAND,NORFOLK
248750,2025-03-28T00:00:00Z,PE33 0JB,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
195000,2025-04-17T00:00:00Z,PE38 0AJ,D,DOWNHAM MARKET,KING'S LYNN AND WEST NORFOLK,NORFOLK
363000,2025-03-28T00:00:00Z,NR21 8PJ,D,FAKENHAM,NORTH NORFOLK,NORFOLK
249000,2025-03-25T00:00:00Z,PE34 3DS,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
375000,2025-03-31T00:00:00Z,NR31 6UT,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
288000,2025-03-28T00:00:00Z,NR6 5HF,S,NORWICH,BROADLAND,NORFOLK
385000,2025-03-20T00:00:00Z,NR12 0HX,D,NORWICH,NORTH NORFOLK,NORFOLK
220000,2025-03-03T00:00:00Z,NR19 2QA,D,DEREHAM,BRECKLAND,NORFOLK
187000,2025-03-14T00:00:00Z,NR3 3BW,T,NORWICH,NORWICH,NORFOLK
400000,2025-03-28T00:00:00Z,NR16 2QH,D,NORWICH,BRECKLAND,NORFOLK
540000,2025-03-28T00:00:00Z,NR13 4PS,D,NORWICH,BROADLAND,NORFOLK
555000,2025-03-31T00:00:00Z,NR27 9JQ,D,CROMER,NORTH NORFOLK,NORFOLK
205000,2025-03-31T00:00:00Z,NR31 8AF,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
990000,2025-03-18T00:00:00Z,PE31 8HA,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
95000,2025-04-25T00:00:00Z,PE30 2BY,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
625000,2025-03-28T00:00:00Z,NR19 2RP,D,DEREHAM,BRECKLAND,NORFOLK
143000,2025-03-14T00:00:00Z,NR1 1YL,F,NORWICH,NORWICH,NORFOLK
350000,2025-03-31T00:00:00Z,NR25 6TZ,D,HOLT,NORTH NORFOLK,NORFOLK
251000,2025-03-21T00:00:00Z,NR18 0XF,S,WYMONDHAM,SOUTH NORFOLK,NORFOLK
200000,2025-03-14T00:00:00Z,NR1 3BA,T,NORWICH,NORWICH,NORFOLK
280000,2025-03-11T00:00:00Z,NR7 8RQ,D,NORWICH,BROADLAND,NORFOLK
290000,2025-03-31T00:00:00Z,PE14 7EZ,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
315000,2025-03-26T00:00:00Z,NR9 4LB,D,NORWICH,SOUTH NORFOLK,NORFOLK
450000,2025-03-07T00:00:00Z,PE31 7ED,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
243000,2025-03-05T00:00:00Z,NR16 2LU,T,NORWICH,BRECKLAND,NORFOLK
340000,2025-03-27T00:00:00Z,NR24 2LQ,S,MELTON CONSTABLE,NORTH NORFOLK,NORFOLK
140000,2025-04-11T00:00:00Z,NR5 9AZ,F,NORWICH,NORWICH,NORFOLK
255000,2025-03-03T00:00:00Z,PE38 0DH,S,DOWNHAM MARKET,KING'S LYNN AND WEST NORFOLK,NORFOLK
575000,2025-03-28T00:00:00Z,NR8 6US,D,NORWICH,BROADLAND,NORFOLK
325000,2025-02-26T00:00:00Z,NR25 6TY,D,HOLT,NORTH NORFOLK,NORFOLK
340000,2025-03-27T00:00:00Z,NR20 3TJ,D,DEREHAM,BRECKLAND,NORFOLK
292300,2025-03-28T00:00:00Z,NR14 7SX,D,NORWICH,SOUTH NORFOLK,NORFOLK
517500,2025-03-31T00:00:00Z,NR27 0AB,T,CROMER,NORTH NORFOLK,NORFOLK
295000,2025-03-26T00:00:00Z,NR29 5PJ,S,GREAT YARMOUTH,NORTH NORFOLK,NORFOLK
250000,2025-04-04T00:00:00Z,NR18 9LX,S,WYMONDHAM,SOUTH NORFOLK,NORFOLK
625000,2025-03-27T00:00:00Z,NR12 9LR,D,NORWICH,NORTH NORFOLK,NORFOLK
195000,2025-03-31T00:00:00Z,NR29 4ER,S,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
335000,2025-03-27T00:00:00Z,NR21 8DT,S,FAKENHAM,NORTH NORFOLK,NORFOLK
210000,2025-03-24T00:00:00Z,IP24 1TJ,T,THETFORD,BRECKLAND,NORFOLK
125000,2025-03-21T00:00:00Z,NR3 2EL,F,NORWICH,NORWICH,NORFOLK
325000,2025-04-07T00:00:00Z,NR10 3RS,D,NORWICH,BROADLAND,NORFOLK
445000,2025-03-28T00:00:00Z,IP22 2AF,D,DISS,SOUTH NORFOLK,NORFOLK
258000,2025-03-28T00:00:00Z,PE30 3EN,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
385000,2025-03-24T00:00:00Z,NR28 9BA,D,NORTH WALSHAM,NORTH NORFOLK,NORFOLK
217500,2025-04-11T00:00:00Z,IP26 4DQ,D,THETFORD,KING'S LYNN AND WEST NORFOLK,NORFOLK
360000,2025-03-20T00:00:00Z,NR5 0ET,D,NORWICH,SOUTH NORFOLK,NORFOLK
460000,2025-03-26T00:00:00Z,NR30 5TG,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
352000,2025-03-21T00:00:00Z,NR29 3RY,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
340000,2025-04-16T00:00:00Z,NR28 9TZ,S,NORTH WALSHAM,NORTH NORFOLK,NORFOLK
340000,2025-03-28T00:00:00Z,NR7 0RW,D,NORWICH,BROADLAND,NORFOLK
460000,2025-04-17T00:00:00Z,NR2 3RZ,T,NORWICH,NORWICH,NORFOLK
148000,2025-03-26T00:00:00Z,PE31 6RG,F,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
295000,2025-03-18T00:00:00Z,NR13 6SL,D,NORWICH,BROADLAND,NORFOLK
239200,2025-03-26T00:00:00Z,NR6 5HP,S,NORWICH,BROADLAND,NORFOLK
150000,2025-04-21T00:00:00Z,PE32 1SL,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
299000,2025-03-18T00:00:00Z,NR14 8TQ,T,NORWICH,SOUTH NORFOLK,NORFOLK
230000,2025-03-27T00:00:00Z,PE36 5BS,D,HUNSTANTON,KING'S LYNN AND WEST NORFOLK,NORFOLK
475000,2025-03-24T00:00:00Z,PE32 1DR,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
484450,2025-03-20T00:00:00Z,NR2 3RD,T,NORWICH,NORWICH,NORFOLK
162000,2025-03-07T00:00:00Z,NR2 3TW,T,NORWICH,NORWICH,NORFOLK
171000,2025-03-26T00:00:00Z,NR3 1SX,T,NORWICH,NORWICH,NORFOLK
417000,2025-03-19T00:00:00Z,NR16 2EN,D,NORWICH,BRECKLAND,NORFOLK
350000,2025-03-26T00:00:00Z,NR11 8UE,T,NORWICH,NORTH NORFOLK,NORFOLK
260000,2025-03-21T00:00:00Z,NR1 3PT,T,NORWICH,NORWICH,NORFOLK
310000,2025-03-31T00:00:00Z,NR17 2HF,D,ATTLEBOROUGH,BRECKLAND,NORFOLK
745000,2025-03-28T00:00:00Z,NR25 6QF,D,HOLT,NORTH NORFOLK,NORFOLK
515000,2025-03-27T00:00:00Z,NR34 0FR,D,BECCLES,SOUTH NORFOLK,NORFOLK
280000,2025-03-20T00:00:00Z,NR31 9PS,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
290000,2025-03-28T00:00:00Z,NR9 5AL,S,NORWICH,BRECKLAND,NORFOLK
260000,2025-03-27T00:00:00Z,NR13 4BU,S,NORWICH,BROADLAND,NORFOLK
200000,2025-01-23T00:00:00Z,NR13 3DG,T,NORWICH,BROADLAND,NORFOLK
510000,2025-03-27T00:00:00Z,NR21 7JU,D,FAKENHAM,BRECKLAND,NORFOLK
172000,2025-03-07T00:00:00Z,PE37 8NB,S,SWAFFHAM,BRECKLAND,NORFOLK
375000,2025-04-07T00:00:00Z,NR9 5RR,D,NORWICH,BRECKLAND,NORFOLK
120000,2025-02-14T00:00:00Z,NR1 1BP,F,NORWICH,NORWICH,NORFOLK
110000,2025-03-21T00:00:00Z,PE30 2AQ,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
175000,2025-03-31T00:00:00Z,PE33 0JA,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
217000,2025-03-28T00:00:00Z,NR3 2EZ,S,NORWICH,NORWICH,NORFOLK
340000,2025-04-23T00:00:00Z,NR10 3QU,D,NORWICH,BROADLAND,NORFOLK
320000,2025-03-26T00:00:00Z,NR2 3NL,T,NORWICH,NORWICH,NORFOLK
390000,2025-03-26T00:00:00Z,NR8 6EG,D,NORWICH,BROADLAND,NORFOLK
215000,2025-03-28T00:00:00Z,IP25 7LA,T,THETFORD,BRECKLAND,NORFOLK
265000,2025-03-26T00:00:00Z,NR11 6JF,S,NORWICH,BROADLAND,NORFOLK
490000,2025-03-14T00:00:00Z,NR9 3QX,D,NORWICH,SOUTH NORFOLK,NORFOLK
400000,2025-03-31T00:00:00Z,NR24 2LY,D,MELTON CONSTABLE,NORTH NORFOLK,NORFOLK
450000,2025-03-24T00:00:00Z,NR31 9LY,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
248500,2025-04-16T00:00:00Z,NR15 2NB,S,NORWICH,SOUTH NORFOLK,NORFOLK
925000,2025-03-03T00:00:00Z,NR15 1AY,D,NORWICH,SOUTH NORFOLK,NORFOLK
255000,2025-03-31T00:00:00Z,NR18 0XJ,S,WYMONDHAM,SOUTH NORFOLK,NORFOLK
315000,2025-04-04T00:00:00Z,NR10 3TA,S,NORWICH,BROADLAND,NORFOLK
420000,2025-03-14T00:00:00Z,NR7 0UU,D,NORWICH,BROADLAND,NORFOLK
252000,2025-03-27T00:00:00Z,NR28 0RU,S,NORTH WALSHAM,NORTH NORFOLK,NORFOLK
155000,2025-01-15T00:00:00Z,IP24 2NE,D,THETFORD,EAST SUFFOLK,SUFFOLK
200000,2025-03-20T00:00:00Z,IP26 5LA,S,THETFORD,KING'S LYNN AND WEST NORFOLK,NORFOLK
310000,2025-03-26T00:00:00Z,NR17 2JG,S,ATTLEBOROUGH,BRECKLAND,NORFOLK
545000,2025-03-28T00:00:00Z,NR20 4BW,D,DEREHAM,BRECKLAND,NORFOLK
175000,2025-03-14T00:00:00Z,NR3 3JQ,T,NORWICH,NORWICH,NORFOLK
290000,2025-04-11T00:00:00Z,NR28 0AX,D,NORTH WALSHAM,NORTH NORFOLK,NORFOLK
380000,2025-03-31T00:00:00Z,NR14 8JQ,D,NORWICH,SOUTH NORFOLK,NORFOLK
445000,2025-03-21T00:00:00Z,NR2 1RG,F,NORWICH,NORWICH,NORFOLK
285000,2025-03-27T00:00:00Z,NR7 8QT,S,NORWICH,BROADLAND,NORFOLK
165000,2025-03-31T00:00:00Z,NR31 7AP,S,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
545000,2025-03-26T00:00:00Z,NR1 4AE,S,NORWICH,NORWICH,NORFOLK
275000,2025-03-14T00:00:00Z,NR17 2JJ,D,ATTLEBOROUGH,BRECKLAND,NORFOLK
