price,transfer_date,postcode,property_type,town_city,district,county
235000,2025-08-27T00:00:00Z,CB8 0AQ,T,NEWMARKET,WEST SUFFOLK,SUFFOLK
230500,2025-07-25T00:00:00Z,IP14 5NG,S,STOWMARKET,MID SUFFOLK,SUFFOLK
395000,2025-10-10T00:00:00Z,IP29 5DL,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
240000,2025-07-18T00:00:00Z,IP28 8SQ,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
356000,2025-10-27T00:00:00Z,IP28 6EA,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
155000,2025-07-16T00:00:00Z,IP16 4AH,S,LEISTON,EAST SUFFOLK,SUFFOLK
755000,2025-09-15T00:00:00Z,IP14 3LS,D,STOWMARKET,MID SUFFOLK,SUFFOLK
100000,2025-09-30T00:00:00Z,IP33 3AD,F,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
730000,2025-12-15T00:00:00Z,IP14 2HZ,D,STOWMARKET,MID SUFFOLK,SUFFOLK
765000,2025-10-24T00:00:00Z,IP30 9QS,D,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
300000,2025-11-04T00:00:00Z,IP14 4ER,D,STOWMARKET,MID SUFFOLK,SUFFOLK
510000,2025-03-26T00:00:00Z,IP9 2UX,D,IPSWICH,BABERGH,SUFFOLK
220000,2025-09-30T00:00:00Z,IP28 7HF,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
321000,2025-09-26T00:00:00Z,CO10 2AG,T,SUDBURY,BABERGH,SUFFOLK
213300,2025-10-07T00:00:00Z,IP12 4RT,D,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
415000,2025-10-02T00:00:00Z,CO11 1RX,D,MANNINGTREE,BABERGH,SUFFOLK
280000,2025-08-04T00:00:00Z,IP32 7GQ,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
293000,2025-11-12T00:00:00Z,IP31 2JB,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
650000,2025-09-24T00:00:00Z,IP14 4SB,D,STOWMARKET,MID SUFFOLK,SUFFOLK
185000,2025-11-20T00:00:00Z,IP24 2NL,S,THETFORD,WEST SUFFOLK,SUFFOLK
623500,2025-12-02T00:00:00Z,IP33 1RE,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
325000,2025-08-22T00:00:00Z,IP28 7LA,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
1300000,2025-10-29T00:00:00Z,IP30 0SG,D,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
310000,2025-10-31T00:00:00Z,IP1 4JZ,S,IPSWICH,IPSWICH,SUFFOLK
85000,2025-10-24T00:00:00Z,IP1 2QE,F,IPSWICH,IPSWICH,SUFFOLK
200000,2025-10-31T00:00:00Z,IP2 9AB,S,IPSWICH,IPSWICH,SUFFOLK
250000,2025-10-31T00:00:00Z,IP25 6HX,S,THETFORD,BRECKLAND,NORFOLK
582500,2025-10-22T00:00:00Z,NR29 4DA,S,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
290000,2025-12-08T00:00:00Z,NR6 7GP,T,NORWICH,BROADLAND,NORFOLK
322000,2025-06-25T00:00:00Z,IP26 5LG,D,THETFORD,KING'S LYNN AND WEST NORFOLK,NORFOLK
230000,2025-10-31T00:00:00Z,PE31 8NQ,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
302500,2025-12-12T00:00:00Z,NR6 7GP,S,NORWICH,BROADLAND,NORFOLK
191000,2025-12-22T00:00:00Z,NR13 3BE,S,NORWICH,BROADLAND,NORFOLK
404000,2025-06-27T00:00:00Z,NR13 6FT,D,NORWICH,BROADLAND,NORFOLK
360000,2025-11-19T00:00:00Z,PE14 0FB,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
297346,2025-12-03T00:00:00Z,PE37 8PH,D,SWAFFHAM,BRECKLAND,NORFOLK
750000,2025-12-19T00:00:00Z,NR11 7HG,T,NORWICH,NORTH NORFOLK,NORFOLK
355000,2025-12-01T00:00:00Z,NR9 3PZ,D,NORWICH,SOUTH NORFOLK,NORFOLK
151000,2025-09-26T00:00:00Z,PE38 9RB,T,DOWNHAM MARKET,KING'S LYNN AND WEST NORFOLK,NORFOLK
325000,2025-10-17T00:00:00Z,NR12 8EP,D,NORWICH,NORTH NORFOLK,NORFOLK
190000,2025-11-06T00:00:00Z,PE38 9JR,S,DOWNHAM MARKET,KING'S LYNN AND WEST NORFOLK,NORFOLK
265000,2025-11-07T00:00:00Z,PE30 3UE,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
272500,2025-11-14T00:00:00Z,NR29 4AP,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
232000,2025-11-18T00:00:00Z,NR1 1SX,T,NORWICH,NORWICH,NORFOLK
265000,2025-10-13T00:00:00Z,NR6 6TU,D,NORWICH,NORWICH,NORFOLK
439000,2025-07-25T00:00:00Z,NR31 9SE,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
285000,2025-10-20T00:00:00Z,NR8 6LU,D,NORWICH,BROADLAND,NORFOLK
200000,2025-08-14T00:00:00Z,NR31 8RN,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
315000,2025-11-12T00:00:00Z,NR12 9QX,S,NORWICH,NORTH NORFOLK,NORFOLK
357000,2025-07-23T00:00:00Z,NR31 9PE,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
288000,2025-09-25T00:00:00Z,NR9 3LF,D,NORWICH,SOUTH NORFOLK,NORFOLK
250000,2025-07-28T00:00:00Z,NR18 0TX,T,WYMONDHAM,SOUTH NORFOLK,NORFOLK
250000,2025-10-10T00:00:00Z,NR30 4ND,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
613722,2025-11-07T00:00:00Z,NR13 6DZ,D,NORWICH,BROADLAND,NORFOLK
197500,2025-10-17T00:00:00Z,NR3 4SE,T,NORWICH,NORWICH,NORFOLK
127500,2025-11-05T00:00:00Z,NR31 7AX,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
145000,2025-09-22T00:00:00Z,NR4 6RS,T,NORWICH,SOUTH NORFOLK,NORFOLK
300000,2025-07-21T00:00:00Z,NR10 3NX,S,NORWICH,BROADLAND,NORFOLK
186000,2025-07-16T00:00:00Z,NR27 0PF,T,CROMER,NORTH NORFOLK,NORFOLK
260000,2025-01-31T00:00:00Z,NR18 0TN,O,WYMONDHAM,SOUTH NORFOLK,NORFOLK
209500,2025-06-11T00:00:00Z,NR1 4LJ,T,NORWICH,NORWICH,NORFOLK
130000,2025-07-07T00:00:00Z,NR10 3NZ,S,NORWICH,BROADLAND,NORFOLK
168500,2025-05-27T00:00:00Z,IP1 2PT,T,IPSWICH,IPSWICH,SUFFOLK
150000,2025-02-21T00:00:00Z,NR32 1HP,O,LOWESTOFT,EAST SUFFOLK,SUFFOLK
230000,2025-05-23T00:00:00Z,CB9 8QQ,S,HAVERHILL,WEST SUFFOLK,SUFFOLK
205000,2025-07-07T00:00:00Z,IP33 3LY,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
75000,2025-02-12T00:00:00Z,NR33 7NW,O,LOWESTOFT,EAST SUFFOLK,SUFFOLK
290000,2025-06-27T00:00:00Z,CB9 7SX,S,HAVERHILL,WEST SUFFOLK,SUFFOLK
407500,2025-07-25T00:00:00Z,IP12 3AY,T,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
120000,2025-07-18T00:00:00Z,IP4 1NF,F,IPSWICH,IPSWICH,SUFFOLK
2000000,2025-05-08T00:00:00Z,IP31 3JY,O,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
605000,2025-02-21T00:00:00Z,IP14 5DA,O,STOWMARKET,MID SUFFOLK,SUFFOLK
220000,2025-06-16T00:00:00Z,IP16 4UY,S,LEISTON,EAST SUFFOLK,SUFFOLK
420000,2025-05-09T00:00:00Z,IP11 0TN,O,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
245000,2025-01-13T00:00:00Z,IP3 0LY,T,IPSWICH,IPSWICH,SUFFOLK
270000,2025-07-01T00:00:00Z,CO10 2PR,D,SUDBURY,BABERGH,SUFFOLK
170000,2025-07-03T00:00:00Z,NR33 9ND,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
50000,2025-06-13T00:00:00Z,NR32 5HS,O,LOWESTOFT,EAST SUFFOLK,SUFFOLK
330000,2025-06-30T00:00:00Z,IP1 6LU,S,IPSWICH,IPSWICH,SUFFOLK
250000,2025-02-14T00:00:00Z,IP19 8NF,O,HALESWORTH,EAST SUFFOLK,SUFFOLK
230000,2025-03-31T00:00:00Z,IP11 6AH,T,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
300000,2025-04-30T00:00:00Z,IP10 0DE,S,IPSWICH,EAST SUFFOLK,SUFFOLK
408000,2025-01-14T00:00:00Z,IP7 6BQ,O,IPSWICH,BABERGH,SUFFOLK
276500,2025-06-30T00:00:00Z,CB9 0JP,S,HAVERHILL,WEST SUFFOLK,SUFFOLK
175000,2025-02-07T00:00:00Z,IP11 9GF,F,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
126011,2025-02-10T00:00:00Z,IP32 6GR,O,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
276000,2025-02-19T00:00:00Z,IP6 8SY,S,IPSWICH,MID SUFFOLK,SUFFOLK
250000,2025-05-08T00:00:00Z,IP33 1HR,O,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
1750000,2025-05-08T00:00:00Z,IP33 1HR,O,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
1225320,2025-04-29T00:00:00Z,CO10 8FR,O,SUDBURY,WEST SUFFOLK,SUFFOLK
1369919,2025-04-10T00:00:00Z,CO10 8FR,O,SUDBURY,WEST SUFFOLK,SUFFOLK
405058,2025-05-14T00:00:00Z,NA,O,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
511870,2025-05-14T00:00:00Z,NA,O,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
164000,2025-07-15T00:00:00Z,IP33 2AR,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
490000,2025-06-20T00:00:00Z,IP30 9BF,D,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
270000,2025-07-18T00:00:00Z,IP13 9DL,D,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
1750000,2025-11-12T00:00:00Z,IP14 6JT,D,STOWMARKET,MID SUFFOLK,SUFFOLK
410000,2025-11-17T00:00:00Z,IP32 7PL,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
120000,2025-10-27T00:00:00Z,IP2 0AR,F,IPSWICH,IPSWICH,SUFFOLK
550000,2025-07-23T00:00:00Z,IP27 0TL,D,BRANDON,WEST SUFFOLK,SUFFOLK
290000,2025-11-14T00:00:00Z,NR33 7SB,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
251049,2025-07-17T00:00:00Z,IP4 2QT,T,IPSWICH,IPSWICH,SUFFOLK
290000,2025-11-14T00:00:00Z,NR32 3HW,S,LOWESTOFT,EAST SUFFOLK,SUFFOLK
137600,2025-10-13T00:00:00Z,IP4 3JN,S,IPSWICH,IPSWICH,SUFFOLK
300000,2025-10-03T00:00:00Z,IP5 2BA,T,IPSWICH,EAST SUFFOLK,SUFFOLK
200000,2025-11-07T00:00:00Z,IP23 7BA,S,EYE,MID SUFFOLK,SUFFOLK
220000,2025-07-25T00:00:00Z,IP2 8LE,S,IPSWICH,IPSWICH,SUFFOLK
220000,2025-07-28T00:00:00Z,IP14 2FB,S,STOWMARKET,MID SUFFOLK,SUFFOLK
165000,2025-12-01T00:00:00Z,NR32 1TR,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
355000,2025-11-21T00:00:00Z,IP27 9BT,D,BRANDON,WEST SUFFOLK,SUFFOLK
1000000,2025-02-24T00:00:00Z,CO6 4NA,D,COLCHESTER,BABERGH,SUFFOLK
585000,2025-10-03T00:00:00Z,CO10 8DZ,D,SUDBURY,WEST SUFFOLK,SUFFOLK
400000,2025-11-11T00:00:00Z,CB8 0AB,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
255000,2025-07-15T00:00:00Z,IP32 6BS,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
139668,2025-06-27T00:00:00Z,IP3 0RZ,S,IPSWICH,IPSWICH,SUFFOLK
235000,2025-10-24T00:00:00Z,IP1 6QF,S,IPSWICH,IPSWICH,SUFFOLK
215000,2025-10-13T00:00:00Z,IP14 6RS,S,STOWMARKET,MID SUFFOLK,SUFFOLK
272000,2025-10-27T00:00:00Z,NR32 3DJ,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
287500,2025-11-06T00:00:00Z,IP3 0PU,S,IPSWICH,IPSWICH,SUFFOLK
570000,2025-09-25T00:00:00Z,IP4 5SX,D,IPSWICH,EAST SUFFOLK,SUFFOLK
210000,2025-07-18T00:00:00Z,IP23 7NH,D,EYE,MID SUFFOLK,SUFFOLK
430000,2025-10-07T00:00:00Z,IP4 2TU,T,IPSWICH,IPSWICH,SUFFOLK
355000,2025-10-15T00:00:00Z,IP29 4UN,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
175000,2025-11-20T00:00:00Z,NR32 4HB,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
85000,2025-08-12T00:00:00Z,IP1 2GL,F,IPSWICH,IPSWICH,SUFFOLK
280000,2025-10-03T00:00:00Z,NR32 5JG,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
410000,2025-07-04T00:00:00Z,IP22 1DP,D,DISS,MID SUFFOLK,SUFFOLK
460000,2025-11-10T00:00:00Z,NR32 5EZ,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
120000,2025-09-05T00:00:00Z,PE31 7SY,F,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
100000,2025-08-20T00:00:00Z,PE31 7RB,O,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
90000,2025-06-06T00:00:00Z,PE34 4QX,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
65000,2025-03-14T00:00:00Z,NR29 4HZ,O,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
57000,2025-08-01T00:00:00Z,NR7 0EJ,F,NORWICH,BROADLAND,NORFOLK
159000,2025-08-27T00:00:00Z,PE30 4UX,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
115000,2025-08-29T00:00:00Z,PE30 1DD,F,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
255000,2025-08-27T00:00:00Z,NR27 9PH,D,CROMER,NORTH NORFOLK,NORFOLK
250000,2025-03-31T00:00:00Z,NR23 1LA,T,WELLS-NEXT-THE-SEA,NORTH NORFOLK,NORFOLK
675000,2025-10-16T00:00:00Z,NR13 3HX,D,NORWICH,BROADLAND,NORFOLK
495000,2025-11-04T00:00:00Z,NR15 1JT,D,NORWICH,SOUTH NORFOLK,NORFOLK
1745067,2025-10-31T00:00:00Z,PE31 8JB,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
350000,2025-10-01T00:00:00Z,NR11 8PB,S,NORWICH,NORTH NORFOLK,NORFOLK
71500,2025-06-06T00:00:00Z,PE34 4QX,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
320000,2025-05-20T00:00:00Z,NR2 1PB,T,NORWICH,NORWICH,NORFOLK
130000,2025-05-07T00:00:00Z,NR18 9JU,T,WYMONDHAM,SOUTH NORFOLK,NORFOLK
373800,2025-04-04T00:00:00Z,PE36 6NJ,O,HUNSTANTON,KING'S LYNN AND WEST NORFOLK,NORFOLK
486000,2025-07-16T00:00:00Z,PE14 8HA,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
207337,2025-01-07T00:00:00Z,NR2 4EJ,T,NORWICH,NORWICH,NORFOLK
112000,2025-07-23T00:00:00Z,NR11 6ER,T,NORWICH,BROADLAND,NORFOLK
450000,2025-07-09T00:00:00Z,PE32 1LT,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
154000,2025-03-27T00:00:00Z,IP25 7DZ,S,THETFORD,BRECKLAND,NORFOLK
162500,2025-03-05T00:00:00Z,NR30 3DP,O,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
93000,2025-02-07T00:00:00Z,NR30 4JU,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
300000,2025-05-14T00:00:00Z,NR13 4AG,O,NORWICH,BROADLAND,NORFOLK
210000,2025-07-04T00:00:00Z,NR3 4QL,T,NORWICH,NORWICH,NORFOLK
143000,2025-07-03T00:00:00Z,NR1 3HW,F,NORWICH,NORWICH,NORFOLK
164000,2025-06-25T00:00:00Z,PE30 5HJ,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
40000,2025-07-03T00:00:00Z,NR12 8JR,O,NORWICH,NORTH NORFOLK,NORFOLK
224000,2025-06-27T00:00:00Z,PE34 4DG,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
230000,2025-07-07T00:00:00Z,PE31 8AD,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
210000,2025-06-30T00:00:00Z,NR7 0NR,T,NORWICH,BROADLAND,NORFOLK
261500,2025-07-16T00:00:00Z,PE36 6DD,T,HUNSTANTON,KING'S LYNN AND WEST NORFOLK,NORFOLK
295000,2025-04-04T00:00:00Z,NR21 7BB,O,FAKENHAM,NORTH NORFOLK,NORFOLK
220000,2025-06-27T00:00:00Z,NR8 6GF,S,NORWICH,BROADLAND,NORFOLK
280000,2025-06-30T00:00:00Z,NR3 3LB,S,NORWICH,NORWICH,NORFOLK
457000,2025-05-23T00:00:00Z,NR23 1QA,O,WELLS-NEXT-THE-SEA,NORTH NORFOLK,NORFOLK
282500,2025-06-06T00:00:00Z,NR4 7DN,T,NORWICH,NORWICH,NORFOLK
187500,2025-01-20T00:00:00Z,NR5 9BE,T,NORWICH,NORWICH,NORFOLK
375000,2025-02-13T00:00:00Z,NR20 5TA,O,DEREHAM,BRECKLAND,NORFOLK
185000,2025-06-13T00:00:00Z,NR31 8NA,S,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
91000,2025-02-14T00:00:00Z,NR30 3BP,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
340000,2025-03-28T00:00:00Z,NR28 9YB,D,NORTH WALSHAM,NORTH NORFOLK,NORFOLK
250000,2025-06-27T00:00:00Z,NR17 1XX,S,ATTLEBOROUGH,BRECKLAND,NORFOLK
195000,2025-07-02T00:00:00Z,NR6 5SL,T,NORWICH,BROADLAND,NORFOLK
225000,2025-02-03T00:00:00Z,NR21 9EE,O,FAKENHAM,NORTH NORFOLK,NORFOLK
250000,2025-06-10T00:00:00Z,IP1 2FW,F,IPSWICH,IPSWICH,SUFFOLK
195000,2025-06-10T00:00:00Z,IP1 2AB,F,IPSWICH,IPSWICH,SUFFOLK
150000,2025-05-27T00:00:00Z,CB8 7HN,T,NEWMARKET,WEST SUFFOLK,SUFFOLK
167500,2025-05-30T00:00:00Z,CO10 1HB,S,SUDBURY,BABERGH,SUFFOLK
273535,2025-06-23T00:00:00Z,CB9 9ED,O,HAVERHILL,WEST SUFFOLK,SUFFOLK
255000,2025-05-23T00:00:00Z,IP11 0XL,S,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
158500,2025-07-11T00:00:00Z,IP3 8HU,T,IPSWICH,IPSWICH,SUFFOLK
81500,2025-06-11T00:00:00Z,IP1 3JB,O,IPSWICH,IPSWICH,SUFFOLK
290000,2025-07-18T00:00:00Z,IP16 4BD,S,LEISTON,EAST SUFFOLK,SUFFOLK
250000,2025-05-19T00:00:00Z,NR32 1XA,O,LOWESTOFT,EAST SUFFOLK,SUFFOLK
