price,transfer_date,postcode,property_type,town_city,district,county
320000,2024-03-20T00:00:00Z,NR9 5FP,D,NORWICH,SOUTH NORFOLK,NORFOLK
291000,2024-04-26T00:00:00Z,NR20 3UF,D,DEREHAM,BRECKLAND,NORFOLK
337250,2024-03-28T00:00:00Z,NR18 0SQ,D,WYMONDHAM,SOUTH NORFOLK,NORFOLK
270000,2024-04-29T00:00:00Z,NR14 7FF,T,NORWICH,SOUTH NORFOLK,NORFOLK
337500,2024-04-10T00:00:00Z,NR6 7GN,D,NORWICH,BROADLAND,NORFOLK
354995,2024-03-28T00:00:00Z,NR4 7XS,S,NORWICH,SOUTH NORFOLK,NORFOLK
450000,2024-04-05T00:00:00Z,NR5 0WJ,D,NORWICH,SOUTH NORFOLK,NORFOLK
225000,2024-03-28T00:00:00Z,NR20 3UJ,S,DEREHAM,BRECKLAND,NORFOLK
455000,2024-03-25T00:00:00Z,NR13 5RZ,D,NORWICH,BROADLAND,NORFOLK
335000,2024-04-02T00:00:00Z,NR4 7XE,D,NORWICH,SOUTH NORFOLK,NORFOLK
427995,2024-03-28T00:00:00Z,NR13 6UU,D,NORWICH,BROADLAND,NORFOLK
251746,2024-03-28T00:00:00Z,IP25 6WW,S,THETFORD,BRECKLAND,NORFOLK
430000,2024-03-28T00:00:00Z,NR4 7WU,D,NORWICH,SOUTH NORFOLK,NORFOLK
155000,2024-04-19T00:00:00Z,PE14 7DX,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
245000,2024-04-19T00:00:00Z,NR19 1PT,S,DEREHAM,BRECKLAND,NORFOLK
308995,2024-03-28T00:00:00Z,PE37 8PG,D,SWAFFHAM,BRECKLAND,NORFOLK
260296,2024-03-28T00:00:00Z,IP25 6WW,S,THETFORD,BRECKLAND,NORFOLK
435000,2024-03-08T00:00:00Z,NR4 6UT,D,NORWICH,SOUTH NORFOLK,NORFOLK
160000,2024-04-12T00:00:00Z,PE14 7DX,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
407000,2024-03-18T00:00:00Z,NR17 1TS,D,ATTLEBOROUGH,BRECKLAND,NORFOLK
462500,2024-04-04T00:00:00Z,NR8 7AJ,S,NORWICH,BROADLAND,NORFOLK
335000,2024-04-26T00:00:00Z,NR17 1FY,D,ATTLEBOROUGH,BRECKLAND,NORFOLK
350000,2024-05-03T00:00:00Z,NR16 2FP,D,NORWICH,BRECKLAND,NORFOLK
430000,2024-04-04T00:00:00Z,NR8 6DE,D,NORWICH,BROADLAND,NORFOLK
279950,2024-03-01T00:00:00Z,NR17 2FX,S,ATTLEBOROUGH,BRECKLAND,NORFOLK
385000,2024-04-19T00:00:00Z,PE37 8NG,D,SWAFFHAM,BRECKLAND,NORFOLK
274950,2024-02-29T00:00:00Z,NR17 2FU,S,ATTLEBOROUGH,BRECKLAND,NORFOLK
210000,2024-04-19T00:00:00Z,NR4 6TT,S,NORWICH,SOUTH NORFOLK,NORFOLK
399995,2024-04-19T00:00:00Z,NR14 7FL,D,NORWICH,SOUTH NORFOLK,NORFOLK
256496,2024-02-23T00:00:00Z,IP25 6WW,S,THETFORD,BRECKLAND,NORFOLK
470000,2024-05-10T00:00:00Z,NR13 5SA,D,NORWICH,BROADLAND,NORFOLK
252000,2024-04-26T00:00:00Z,NR9 5FN,S,NORWICH,SOUTH NORFOLK,NORFOLK
265000,2024-05-10T00:00:00Z,PE37 8JQ,S,SWAFFHAM,BRECKLAND,NORFOLK
325000,2024-05-10T00:00:00Z,IP25 5AF,D,THETFORD,BRECKLAND,NORFOLK
168500,2024-09-27T00:00:00Z,IP27 0UP,T,BRANDON,WEST SUFFOLK,SUFFOLK
185000,2024-06-27T00:00:00Z,IP16 4DD,T,LEISTON,EAST SUFFOLK,SUFFOLK
187500,2024-09-18T00:00:00Z,IP17 1BY,T,SAXMUNDHAM,EAST SUFFOLK,SUFFOLK
232000,2024-09-19T00:00:00Z,CB9 7SU,T,HAVERHILL,WEST SUFFOLK,SUFFOLK
250000,2024-07-12T00:00:00Z,IP23 7LQ,T,EYE,MID SUFFOLK,SUFFOLK
149000,2024-07-19T00:00:00Z,NR32 3LN,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
397500,2024-10-17T00:00:00Z,IP5 2FL,D,IPSWICH,EAST SUFFOLK,SUFFOLK
820000,2024-10-11T00:00:00Z,IP17 3AX,D,SAXMUNDHAM,EAST SUFFOLK,SUFFOLK
315000,2024-08-02T00:00:00Z,CO6 5BE,D,COLCHESTER,BABERGH,SUFFOLK
775000,2024-06-26T00:00:00Z,IP13 6LT,D,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
112000,2024-10-04T00:00:00Z,NR32 2NA,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
228000,2024-10-10T00:00:00Z,IP33 3NU,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
290000,2024-06-10T00:00:00Z,CB9 8QF,T,HAVERHILL,WEST SUFFOLK,SUFFOLK
400000,2024-05-08T00:00:00Z,IP33 3LD,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
260000,2024-06-21T00:00:00Z,IP28 6SA,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
238000,2024-10-23T00:00:00Z,IP5 2AE,T,IPSWICH,EAST SUFFOLK,SUFFOLK
308000,2024-09-17T00:00:00Z,IP5 2NR,S,IPSWICH,EAST SUFFOLK,SUFFOLK
240000,2024-10-16T00:00:00Z,CB8 9BN,T,NEWMARKET,WEST SUFFOLK,SUFFOLK
258000,2024-07-16T00:00:00Z,IP31 2EF,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
318000,2024-02-26T00:00:00Z,IP30 9EJ,D,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
802500,2024-09-20T00:00:00Z,IP33 2DT,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
282000,2024-09-27T00:00:00Z,IP28 6BA,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
320000,2024-10-03T00:00:00Z,IP32 7LE,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
325000,2024-09-27T00:00:00Z,IP23 7HL,D,EYE,MID SUFFOLK,SUFFOLK
270000,2024-10-04T00:00:00Z,IP33 3DJ,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
882500,2024-06-21T00:00:00Z,IP30 9DY,D,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
205000,2024-08-01T00:00:00Z,IP1 3JP,F,IPSWICH,IPSWICH,SUFFOLK
775000,2024-10-25T00:00:00Z,CB8 8HZ,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
385000,2024-06-10T00:00:00Z,IP29 5SP,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
625000,2024-09-16T00:00:00Z,IP18 6BQ,S,SOUTHWOLD,EAST SUFFOLK,SUFFOLK
248000,2024-09-09T00:00:00Z,IP13 9JU,T,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
450000,2024-10-22T00:00:00Z,IP30 9GG,D,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
370000,2024-09-27T00:00:00Z,NR34 8BH,S,BECCLES,EAST SUFFOLK,SUFFOLK
237500,2024-07-05T00:00:00Z,IP23 7JN,S,EYE,MID SUFFOLK,SUFFOLK
367400,2024-03-01T00:00:00Z,NR31 6DT,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
230000,2024-04-05T00:00:00Z,IP31 2FF,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
154818,2024-04-03T00:00:00Z,IP4 4PZ,S,IPSWICH,IPSWICH,SUFFOLK
340000,2024-12-02T00:00:00Z,NR32 4JT,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
175000,2024-11-08T00:00:00Z,IP1 5AU,T,IPSWICH,IPSWICH,SUFFOLK
290000,2024-12-12T00:00:00Z,CB9 0LN,D,HAVERHILL,WEST SUFFOLK,SUFFOLK
155000,2024-11-26T00:00:00Z,IP2 0EH,F,IPSWICH,IPSWICH,SUFFOLK
87500,2024-10-28T00:00:00Z,IP33 2FB,F,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
690000,2024-11-29T00:00:00Z,IP23 8EY,D,EYE,MID SUFFOLK,SUFFOLK
253000,2024-11-29T00:00:00Z,IP1 5HP,S,IPSWICH,IPSWICH,SUFFOLK
280000,2024-12-03T00:00:00Z,IP14 3JS,D,STOWMARKET,MID SUFFOLK,SUFFOLK
410000,2024-11-28T00:00:00Z,NR34 9QY,S,BECCLES,EAST SUFFOLK,SUFFOLK
510000,2024-11-08T00:00:00Z,IP33 1EL,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
485000,2024-11-08T00:00:00Z,IP29 5SS,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
910000,2024-11-22T00:00:00Z,IP13 6DL,D,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
390000,2024-11-29T00:00:00Z,IP14 5UU,D,STOWMARKET,MID SUFFOLK,SUFFOLK
395000,2024-11-25T00:00:00Z,CB8 8RT,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
275000,2024-11-05T00:00:00Z,CO10 0DB,S,SUDBURY,BABERGH,SUFFOLK
346000,2024-12-06T00:00:00Z,IP28 8NP,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
225000,2024-11-01T00:00:00Z,IP6 8TW,T,IPSWICH,MID SUFFOLK,SUFFOLK
135000,2024-11-19T00:00:00Z,IP32 7RH,F,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
905000,2024-12-18T00:00:00Z,CB8 0ND,D,NEWMARKET,WEST SUFFOLK,SUFFOLK
235000,2024-11-22T00:00:00Z,CO10 0FS,T,SUDBURY,BABERGH,SUFFOLK
188000,2024-11-01T00:00:00Z,IP6 0SQ,S,IPSWICH,MID SUFFOLK,SUFFOLK
160000,2024-11-28T00:00:00Z,IP4 4PL,F,IPSWICH,IPSWICH,SUFFOLK
220000,2024-12-02T00:00:00Z,IP27 0DD,S,BRANDON,WEST SUFFOLK,SUFFOLK
243000,2024-11-14T00:00:00Z,CO10 5HP,T,SUDBURY,BABERGH,SUFFOLK
360000,2024-12-04T00:00:00Z,IP29 4ND,S,BURY ST EDMUNDS,BABERGH,SUFFOLK
255000,2024-11-01T00:00:00Z,IP6 9EX,D,IPSWICH,EAST SUFFOLK,SUFFOLK
232000,2024-11-29T00:00:00Z,IP2 8LE,S,IPSWICH,IPSWICH,SUFFOLK
248000,2024-12-02T00:00:00Z,NR32 4EE,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
155000,2024-12-16T00:00:00Z,IP12 4BF,F,WOODBRIDGE,EAST SUFFOLK,SUFFOLK
76000,2024-10-31T00:00:00Z,CB8 8GY,F,NEWMARKET,WEST SUFFOLK,SUFFOLK
378500,2024-12-06T00:00:00Z,IP5 1JP,D,IPSWICH,EAST SUFFOLK,SUFFOLK
360000,2024-08-12T00:00:00Z,IP7 7LN,D,IPSWICH,BABERGH,SUFFOLK
410000,2024-08-19T00:00:00Z,IP28 6TT,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
310000,2024-10-09T00:00:00Z,NR34 7BB,D,BECCLES,EAST SUFFOLK,SUFFOLK
230000,2024-11-15T00:00:00Z,IP21 5JN,T,EYE,MID SUFFOLK,SUFFOLK
190000,2024-08-16T00:00:00Z,NR32 3NX,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
250000,2024-12-12T00:00:00Z,IP1 5DB,S,IPSWICH,IPSWICH,SUFFOLK
212000,2024-08-02T00:00:00Z,IP28 8WJ,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
230000,2024-11-15T00:00:00Z,IP4 2BT,T,IPSWICH,IPSWICH,SUFFOLK
295500,2024-11-27T00:00:00Z,CB9 8EN,S,HAVERHILL,WEST SUFFOLK,SUFFOLK
695000,2024-11-28T00:00:00Z,IP14 4BX,D,STOWMARKET,MID SUFFOLK,SUFFOLK
256500,2024-12-16T00:00:00Z,CO10 7UL,T,SUDBURY,BABERGH,SUFFOLK
275000,2024-11-18T00:00:00Z,IP14 5WE,T,STOWMARKET,MID SUFFOLK,SUFFOLK
220000,2024-11-28T00:00:00Z,IP14 5JF,T,STOWMARKET,MID SUFFOLK,SUFFOLK
230000,2024-11-29T00:00:00Z,IP11 9BB,T,FELIXSTOWE,EAST SUFFOLK,SUFFOLK
170000,2024-11-08T00:00:00Z,IP14 1PE,F,STOWMARKET,MID SUFFOLK,SUFFOLK
131000,2024-11-20T00:00:00Z,IP6 8TJ,T,IPSWICH,MID SUFFOLK,SUFFOLK
300000,2024-10-31T00:00:00Z,IP33 3BB,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
220000,2024-11-22T00:00:00Z,CO10 0DL,S,SUDBURY,BABERGH,SUFFOLK
250000,2024-12-11T00:00:00Z,IP28 8NQ,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
360000,2024-12-06T00:00:00Z,IP3 8PF,D,IPSWICH,IPSWICH,SUFFOLK
280000,2024-11-13T00:00:00Z,IP4 2GA,T,IPSWICH,IPSWICH,SUFFOLK
250000,2024-11-22T00:00:00Z,IP4 4AD,T,IPSWICH,IPSWICH,SUFFOLK
170000,2024-12-05T00:00:00Z,NR33 0NJ,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
270000,2024-12-13T00:00:00Z,IP14 4EB,S,STOWMARKET,MID SUFFOLK,SUFFOLK
125000,2024-12-13T00:00:00Z,IP14 1PE,F,STOWMARKET,MID SUFFOLK,SUFFOLK
127000,2024-11-26T00:00:00Z,NR32 2LD,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
438500,2024-11-21T00:00:00Z,IP13 7HX,D,WOODBRIDGE,MID SUFFOLK,SUFFOLK
625000,2024-11-22T00:00:00Z,IP31 1JR,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
305000,2024-12-09T00:00:00Z,IP3 0PD,S,IPSWICH,IPSWICH,SUFFOLK
235000,2024-06-12T00:00:00Z,IP9 1NP,S,IPSWICH,BABERGH,SUFFOLK
315000,2024-09-09T00:00:00Z,NR32 4HJ,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
397500,2024-08-21T00:00:00Z,CO10 7RW,D,SUDBURY,BABERGH,SUFFOLK
192000,2024-06-03T00:00:00Z,NR33 9AS,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
305000,2024-11-15T00:00:00Z,CB9 7SQ,D,HAVERHILL,WEST SUFFOLK,SUFFOLK
370000,2024-12-03T00:00:00Z,IP7 7BG,D,IPSWICH,BABERGH,SUFFOLK
344000,2024-11-27T00:00:00Z,IP25 7EN,D,THETFORD,BRECKLAND,NORFOLK
310000,2024-11-29T00:00:00Z,PE38 0BT,D,DOWNHAM MARKET,KING'S LYNN AND WEST NORFOLK,NORFOLK
295000,2024-11-27T00:00:00Z,NR6 6LX,S,NORWICH,BROADLAND,NORFOLK
312500,2024-12-04T00:00:00Z,NR30 5HG,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
235000,2024-08-01T00:00:00Z,IP22 4BN,T,DISS,SOUTH NORFOLK,NORFOLK
113000,2024-11-06T00:00:00Z,IP26 4PA,D,THETFORD,KING'S LYNN AND WEST NORFOLK,NORFOLK
395000,2024-12-18T00:00:00Z,NR6 5LH,D,NORWICH,BROADLAND,NORFOLK
575000,2024-12-06T00:00:00Z,NR21 0RY,D,FAKENHAM,NORTH NORFOLK,NORFOLK
325000,2024-10-30T00:00:00Z,PE36 5LU,D,HUNSTANTON,KING'S LYNN AND WEST NORFOLK,NORFOLK
415000,2024-12-13T00:00:00Z,NR14 7WD,D,NORWICH,SOUTH NORFOLK,NORFOLK
229000,2024-12-12T00:00:00Z,PE33 0DE,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
315000,2024-11-29T00:00:00Z,NR12 8AE,T,NORWICH,NORTH NORFOLK,NORFOLK
205000,2024-12-03T00:00:00Z,NR3 4RZ,T,NORWICH,NORWICH,NORFOLK
175000,2024-12-03T00:00:00Z,NR3 4EE,F,NORWICH,NORWICH,NORFOLK
195000,2024-11-28T00:00:00Z,NR12 9QW,S,NORWICH,NORTH NORFOLK,NORFOLK
330000,2024-11-06T00:00:00Z,NR12 0YG,D,NORWICH,NORTH NORFOLK,NORFOLK
325000,2024-12-06T00:00:00Z,NR20 4AF,D,DEREHAM,BRECKLAND,NORFOLK
127000,2024-12-11T00:00:00Z,PE30 5LS,T,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
347500,2024-12-06T00:00:00Z,NR13 3BJ,D,NORWICH,BROADLAND,NORFOLK
210000,2024-11-25T00:00:00Z,NR12 7DJ,S,NORWICH,BROADLAND,NORFOLK
160000,2024-07-22T00:00:00Z,NR30 4NG,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
425000,2024-12-13T00:00:00Z,NR10 3NW,D,NORWICH,BROADLAND,NORFOLK
310000,2024-11-20T00:00:00Z,NR2 2PX,T,NORWICH,NORWICH,NORFOLK
250000,2024-11-18T00:00:00Z,NR12 0QE,D,NORWICH,NORTH NORFOLK,NORFOLK
285000,2024-12-11T00:00:00Z,NR20 5JP,D,DEREHAM,BRECKLAND,NORFOLK
300000,2024-08-30T00:00:00Z,NR19 1SQ,D,DEREHAM,BRECKLAND,NORFOLK
250000,2024-11-28T00:00:00Z,NR15 1RF,T,NORWICH,SOUTH NORFOLK,NORFOLK
215000,2024-12-13T00:00:00Z,NR5 9HY,D,NORWICH,NORWICH,NORFOLK
325000,2024-12-10T00:00:00Z,PE14 9BB,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
237500,2024-11-20T00:00:00Z,NR2 4EG,T,NORWICH,NORWICH,NORFOLK
285000,2024-07-31T00:00:00Z,IP25 7NH,S,THETFORD,BRECKLAND,NORFOLK
236000,2024-12-06T00:00:00Z,NR17 2JN,S,ATTLEBOROUGH,BRECKLAND,NORFOLK
700000,2024-11-25T00:00:00Z,IP25 6LZ,D,THETFORD,BRECKLAND,NORFOLK
242496,2024-04-18T00:00:00Z,IP25 6WU,S,THETFORD,BRECKLAND,NORFOLK
436996,2024-04-11T00:00:00Z,NR13 6UE,D,NORWICH,BROADLAND,NORFOLK
375000,2024-04-26T00:00:00Z,NR6 5FS,D,NORWICH,BROADLAND,NORFOLK
239000,2024-04-26T00:00:00Z,NR9 5FN,T,NORWICH,SOUTH NORFOLK,NORFOLK
264100,2024-04-26T00:00:00Z,NR6 5FS,S,NORWICH,BROADLAND,NORFOLK
292500,2024-05-02T00:00:00Z,NR16 2FJ,T,NORWICH,BRECKLAND,NORFOLK
165000,2024-03-25T00:00:00Z,NR30 4NY,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
445000,2024-04-29T00:00:00Z,NR26 8LW,T,SHERINGHAM,NORTH NORFOLK,NORFOLK
445000,2024-04-26T00:00:00Z,NR8 7AL,D,NORWICH,BROADLAND,NORFOLK
265000,2024-05-17T00:00:00Z,PE37 8JQ,S,SWAFFHAM,BRECKLAND,NORFOLK
306000,2024-04-26T00:00:00Z,NR9 5EG,D,NORWICH,SOUTH NORFOLK,NORFOLK
360000,2024-05-07T00:00:00Z,NR13 5RU,D,NORWICH,BROADLAND,NORFOLK
248000,2024-05-17T00:00:00Z,NR13 5RT,S,NORWICH,BROADLAND,NORFOLK
265000,2024-04-26T00:00:00Z,NR14 7FF,T,NORWICH,SOUTH NORFOLK,NORFOLK
275000,2024-04-26T00:00:00Z,NR6 5FD,S,NORWICH,BROADLAND,NORFOLK
299250,2024-04-26T00:00:00Z,NR9 5EG,D,NORWICH,SOUTH NORFOLK,NORFOLK
175000,2024-04-24T00:00:00Z,NR30 4NY,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
650000,2024-04-08T00:00:00Z,NR20 5LG,D,DEREHAM,BRECKLAND,NORFOLK
449500,2024-04-26T00:00:00Z,NR5 0WF,D,NORWICH,SOUTH NORFOLK,NORFOLK
263000,2024-04-26T00:00:00Z,NR9 5EG,S,NORWICH,SOUTH NORFOLK,NORFOLK
515000,2024-05-17T00:00:00Z,NR13 5RU,D,NORWICH,BROADLAND,NORFOLK
580000,2024-04-26T00:00:00Z,NR27 9DR,D,CROMER,NORTH NORFOLK,NORFOLK
250000,2024-05-17T00:00:00Z,NR20 3UF,S,DEREHAM,BRECKLAND,NORFOLK
260000,2024-05-20T00:00:00Z,NR18 9HB,S,WYMONDHAM,SOUTH NORFOLK,NORFOLK
439995,2024-04-26T00:00:00Z,NR13 6UU,D,NORWICH,BROADLAND,NORFOLK
390000,2024-07-31T00:00:00Z,NR31 6EL,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
325000,2024-05-24T00:00:00Z,PE37 8PA,D,SWAFFHAM,BRECKLAND,NORFOLK
360000,2024-05-17T00:00:00Z,NR13 6GJ,D,NORWICH,BROADLAND,NORFOLK
240000,2024-05-24T00:00:00Z,NR13 6FU,S,NORWICH,BROADLAND,NORFOLK
190000,2024-05-03T00:00:00Z,NR12 7DE,T,NORWICH,BROADLAND,NORFOLK
375000,2024-04-26T00:00:00Z,NR4 7FU,D,NORWICH,SOUTH NORFOLK,NORFOLK
263000,2024-05-17T00:00:00Z,NR20 3UJ,S,DEREHAM,BRECKLAND,NORFOLK
260000,2024-05-24T00:00:00Z,NR20 3UJ,S,DEREHAM,BRECKLAND,NORFOLK
496846,2024-04-26T00:00:00Z,NR4 7FU,D,NORWICH,SOUTH NORFOLK,NORFOLK
158000,2024-06-14T00:00:00Z,IP28 7NX,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
650000,2024-03-28T00:00:00Z,IP7 6BX,D,IPSWICH,BABERGH,SUFFOLK
133000,2024-10-25T00:00:00Z,IP19 8EX,F,HALESWORTH,EAST SUFFOLK,SUFFOLK
160000,2024-11-22T00:00:00Z,IP4 1NF,F,IPSWICH,IPSWICH,SUFFOLK
435000,2024-07-01T00:00:00Z,IP17 2BW,D,SAXMUNDHAM,EAST SUFFOLK,SUFFOLK
440000,2024-11-15T00:00:00Z,IP28 8WQ,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
345000,2024-11-08T00:00:00Z,IP17 1FL,D,SAXMUNDHAM,EAST SUFFOLK,SUFFOLK
144000,2024-12-02T00:00:00Z,IP4 5AX,F,IPSWICH,IPSWICH,SUFFOLK
590000,2024-08-07T00:00:00Z,IP14 5RY,S,STOWMARKET,MID SUFFOLK,SUFFOLK
252500,2024-12-12T00:00:00Z,IP27 9RA,T,BRANDON,WEST SUFFOLK,SUFFOLK
336000,2024-06-21T00:00:00Z,CB8 0PX,S,NEWMARKET,WEST SUFFOLK,SUFFOLK
595000,2024-11-28T00:00:00Z,CO10 8QG,D,SUDBURY,WEST SUFFOLK,SUFFOLK
545000,2024-11-25T00:00:00Z,IP9 2PY,D,IPSWICH,BABERGH,SUFFOLK
200000,2024-12-24T00:00:00Z,IP14 1HG,S,STOWMARKET,MID SUFFOLK,SUFFOLK
202500,2024-11-22T00:00:00Z,IP29 5EA,T,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
415000,2024-11-28T00:00:00Z,NR32 3PN,D,LOWESTOFT,EAST SUFFOLK,SUFFOLK
100000,2024-11-22T00:00:00Z,IP14 3PF,S,STOWMARKET,MID SUFFOLK,SUFFOLK
215000,2024-12-09T00:00:00Z,NR33 8PG,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
235000,2024-12-06T00:00:00Z,IP4 4PZ,T,IPSWICH,IPSWICH,SUFFOLK
206000,2024-12-19T00:00:00Z,IP2 8LD,S,IPSWICH,IPSWICH,SUFFOLK
120000,2024-10-31T00:00:00Z,IP14 1LU,T,STOWMARKET,MID SUFFOLK,SUFFOLK
267000,2024-11-21T00:00:00Z,CB8 0DX,S,NEWMARKET,WEST SUFFOLK,SUFFOLK
320000,2024-06-27T00:00:00Z,CO10 7PG,S,SUDBURY,BABERGH,SUFFOLK
950000,2024-08-29T00:00:00Z,IP18 6EP,T,SOUTHWOLD,EAST SUFFOLK,SUFFOLK
212000,2024-06-07T00:00:00Z,CB9 9AA,S,HAVERHILL,WEST SUFFOLK,SUFFOLK
125500,2024-11-08T00:00:00Z,IP2 9JA,F,IPSWICH,IPSWICH,SUFFOLK
237000,2024-11-28T00:00:00Z,IP4 2RW,S,IPSWICH,IPSWICH,SUFFOLK
405000,2024-11-18T00:00:00Z,IP28 8ZF,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
225000,2024-11-29T00:00:00Z,IP6 0GS,T,IPSWICH,MID SUFFOLK,SUFFOLK
440000,2024-11-27T00:00:00Z,CO10 1JR,D,SUDBURY,BABERGH,SUFFOLK
835000,2024-12-13T00:00:00Z,IP31 2RT,D,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
228500,2024-12-10T00:00:00Z,NR32 3QX,T,LOWESTOFT,EAST SUFFOLK,SUFFOLK
284000,2024-11-22T00:00:00Z,CO10 8NU,T,SUDBURY,WEST SUFFOLK,SUFFOLK
360000,2024-12-06T00:00:00Z,IP1 6AP,S,IPSWICH,IPSWICH,SUFFOLK
285000,2024-12-04T00:00:00Z,IP28 8ZA,S,BURY ST EDMUNDS,WEST SUFFOLK,SUFFOLK
225000,2024-03-15T00:00:00Z,IP30 0SW,T,BURY ST EDMUNDS,MID SUFFOLK,SUFFOLK
110000,2024-12-12T00:00:00Z,IP25 6DZ,S,THETFORD,BRECKLAND,NORFOLK
207000,2024-12-06T00:00:00Z,IP25 6DQ,T,THETFORD,BRECKLAND,NORFOLK
165000,2024-11-20T00:00:00Z,NR27 9NX,T,CROMER,NORTH NORFOLK,NORFOLK
810000,2024-11-08T00:00:00Z,NR12 7JG,D,NORWICH,BROADLAND,NORFOLK
350000,2024-12-18T00:00:00Z,PE37 8LA,S,SWAFFHAM,BRECKLAND,NORFOLK
254000,2024-11-29T00:00:00Z,NR3 1JL,T,NORWICH,NORWICH,NORFOLK
605000,2024-12-10T00:00:00Z,NR2 3JN,T,NORWICH,NORWICH,NORFOLK
320000,2024-11-27T00:00:00Z,NR31 8BD,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
270000,2024-12-03T00:00:00Z,PE31 6WH,S,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
480000,2024-07-12T00:00:00Z,PE38 9LZ,D,DOWNHAM MARKET,KING'S LYNN AND WEST NORFOLK,NORFOLK
255000,2024-12-06T00:00:00Z,NR30 5EU,T,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
600000,2024-11-27T00:00:00Z,NR3 3DP,T,NORWICH,NORWICH,NORFOLK
225000,2024-11-12T00:00:00Z,NR1 2NY,S,NORWICH,NORWICH,NORFOLK
387500,2024-11-18T00:00:00Z,NR31 8JW,D,GREAT YARMOUTH,GREAT YARMOUTH,NORFOLK
310000,2024-11-04T00:00:00Z,PE30 3LU,D,KING'S LYNN,KING'S LYNN AND WEST NORFOLK,NORFOLK
370000,2024-12-17T00:00:00Z,NR12 7DT,D,NORWICH,BROADLAND,NORFOLK
202000,2024-11-22T00:00:00Z,NR3 4QE,T,NORWICH,NORWICH,NORFOLK
245000,2024-12-05T00:00:00Z,NR4 7PJ,T,NORWICH,NORWICH,NORFOLK
300000,2024-05-24T00:00:00Z,PE14 8DW,D,WISBECH,KING'S LYNN AND WEST NORFOLK,NORFOLK
207500,2024-11-15T00:00:00Z,PE32 1SX,D,KING'S LYNN,BRECKLAND,NORFOLK
